order_id,customer_id,order_time,country,device,source,payment_method,discount_pct,gross_revenue,discount_amount,net_revenue,order_lines,total_units,total_product_cost,gross_profit_before_discount,net_profit,net_margin
6760,14520,2024-11-07 00:40:35,JP,desktop,direct,card,0.00,37.51,0.00,37.51,1,1,22.80,14.71,14.71,0.392162
6761,19623,2024-08-29 10:44:09,JP,mobile,organic,paypal,0.00,110.22,0.00,110.22,1,1,61.46,48.76,48.76,0.442388
6762,12379,2021-07-26 21:49:04,FR,tablet,direct,card,10.00,115.06,11.51,103.55,1,1,60.12,54.94,43.43,0.419411
6763,14347,2025-08-15 04:20:54,JP,mobile,direct,paypal,0.00,182.04,0.00,182.04,1,3,132.36,49.68,49.68,0.272907
6764,3320,2024-10-17 23:46:35,BR,tablet,organic,card,0.00,177.84,0.00,177.84,1,1,111.28,66.56,66.56,0.374269
6765,18982,2020-08-07 09:45:31,ES,desktop,direct,card,0.00,54.58,0.00,54.58,1,1,31.15,23.43,23.43,0.429278
6766,4480,2020-08-19 17:32:55,SG,mobile,social,card,0.00,6.54,0.00,6.54,1,1,3.67,2.87,2.87,0.438838
6767,11530,2021-06-29 11:10:18,SE,desktop,direct,card,10.00,188.77,18.88,169.89,1,1,103.89,84.88,66.00,0.388487
6768,9833,2023-01-31 17:24:07,FR,desktop,direct,card,0.00,328.69,0.00,328.69,2,5,182.83,145.86,145.86,0.443762
6769,19334,2024-10-30 07:24:15,DE,mobile,organic,paypal,0.00,81.79,0.00,81.79,2,2,56.41,25.38,25.38,0.310307
6770,4899,2020-06-23 12:34:08,DE,desktop,organic,wallet,5.00,20.73,1.04,19.69,1,1,12.24,8.49,7.45,0.378365
6771,11337,2023-02-22 09:24:40,SG,mobile,direct,wallet,15.00,12.97,1.95,11.02,1,1,9.56,3.41,1.46,0.132486
6772,18181,2024-02-10 07:27:36,US,desktop,referral,wallet,20.00,35.74,7.15,28.59,1,1,25.54,10.20,3.05,0.106681
6773,15508,2024-04-19 03:55:33,FR,mobile,paid,card,5.00,310.86,15.54,295.32,3,6,199.63,111.23,95.69,0.324021
6774,15177,2020-02-27 23:39:57,BR,mobile,paid,cod,20.00,273.68,54.74,218.94,3,4,201.63,72.05,17.31,0.079063
6775,19357,2025-09-25 20:29:13,US,tablet,direct,paypal,0.00,50.23,0.00,50.23,2,3,38.88,11.35,11.35,0.225961
6776,6737,2025-05-29 18:33:17,IN,mobile,social,paypal,15.00,119.14,17.87,101.27,3,4,83.01,36.13,18.26,0.180310
6777,8168,2024-04-26 13:50:03,DE,mobile,social,card,0.00,63.69,0.00,63.69,1,1,42.65,21.04,21.04,0.330350
6778,13693,2021-09-25 09:26:49,PL,mobile,direct,card,0.00,483.57,0.00,483.57,3,5,282.49,201.08,201.08,0.415824
6779,18594,2023-07-30 23:04:06,AU,desktop,paid,card,0.00,64.68,0.00,64.68,1,1,40.57,24.11,24.11,0.372758
6780,10237,2021-03-28 10:18:23,IN,mobile,paid,card,5.00,173.10,8.65,164.45,3,4,101.09,72.01,63.36,0.385284
6781,9962,2024-11-27 03:36:33,GB,mobile,direct,card,5.00,151.03,7.55,143.48,2,2,113.59,37.44,29.89,0.208322
6782,18154,2025-04-28 14:46:58,DE,mobile,organic,card,15.00,144.47,21.67,122.80,1,1,110.84,33.63,11.96,0.097394
6783,5340,2023-09-06 00:39:12,IN,desktop,email,cod,0.00,171.52,0.00,171.52,3,3,115.54,55.98,55.98,0.326376
6784,19273,2025-04-18 09:29:52,IN,mobile,social,card,0.00,116.09,0.00,116.09,3,3,75.98,40.11,40.11,0.345508
6785,16858,2024-05-09 11:01:40,ES,mobile,social,paypal,0.00,119.57,0.00,119.57,1,1,62.66,56.91,56.91,0.475956
6786,5264,2025-09-05 20:00:10,DE,mobile,direct,card,20.00,286.70,57.34,229.36,2,4,188.95,97.75,40.41,0.176186
6787,15108,2022-01-09 22:32:54,BR,mobile,organic,card,0.00,168.91,0.00,168.91,3,3,108.87,60.04,60.04,0.355456
6788,11847,2023-02-13 20:35:24,CA,desktop,organic,cod,20.00,175.99,35.20,140.79,2,2,120.41,55.58,20.38,0.144755
6789,1382,2024-07-05 04:33:09,IN,desktop,email,paypal,5.00,447.23,22.36,424.87,4,4,335.89,111.34,88.98,0.209429
6790,658,2022-04-08 22:50:28,IN,mobile,social,card,5.00,127.32,6.37,120.95,3,3,75.04,52.28,45.91,0.379578
6791,17167,2025-03-11 02:00:36,IN,desktop,organic,card,0.00,21.36,0.00,21.36,1,3,16.71,4.65,4.65,0.217697
6792,10821,2025-08-02 13:51:52,SE,mobile,organic,card,0.00,52.01,0.00,52.01,1,1,40.95,11.06,11.06,0.212651
6793,14826,2024-01-08 17:45:12,US,desktop,direct,cod,10.00,265.25,26.53,238.72,4,4,168.90,96.35,69.82,0.292477
6794,9646,2025-03-01 20:49:49,CA,mobile,direct,card,15.00,34.60,5.19,29.41,2,4,18.84,15.76,10.57,0.359402
6795,18147,2025-09-05 09:37:18,US,mobile,organic,card,0.00,384.58,0.00,384.58,2,3,226.10,158.48,158.48,0.412086
6796,3527,2021-11-17 10:10:38,US,desktop,direct,card,0.00,72.59,0.00,72.59,2,5,43.93,28.66,28.66,0.394820
6797,8084,2025-08-25 10:34:45,SG,mobile,organic,card,5.00,388.41,19.42,368.99,3,7,213.15,175.26,155.84,0.422342
6798,9031,2023-12-18 01:19:21,MX,desktop,direct,card,20.00,55.18,11.04,44.14,1,1,28.66,26.52,15.48,0.350702
6799,7486,2022-11-20 15:26:29,US,tablet,organic,wallet,10.00,155.17,15.52,139.65,2,2,85.80,69.37,53.85,0.385607
6800,12912,2023-08-13 14:59:31,AU,desktop,social,card,0.00,1232.76,0.00,1232.76,2,8,812.00,420.76,420.76,0.341315
6801,10545,2021-11-03 08:27:04,FR,mobile,organic,card,10.00,18.18,1.82,16.36,2,2,11.64,6.54,4.72,0.288509
6802,183,2024-02-25 04:07:45,BR,mobile,organic,card,10.00,107.15,10.71,96.44,1,1,65.65,41.50,30.79,0.319266
6803,7105,2023-10-23 17:05:40,SG,mobile,paid,wallet,15.00,162.34,24.35,137.99,2,2,101.47,60.87,36.52,0.264657
6804,5559,2021-02-08 09:59:05,PL,desktop,email,card,20.00,413.01,82.60,330.41,3,4,233.34,179.67,97.07,0.293787
6805,16165,2025-04-15 01:07:08,PL,mobile,organic,card,0.00,85.32,0.00,85.32,3,3,58.08,27.24,27.24,0.319269
6806,1699,2022-08-14 22:16:56,IN,desktop,direct,card,20.00,11.03,2.21,8.82,1,1,8.11,2.92,0.71,0.080499
6807,15126,2021-06-25 19:58:27,BR,mobile,paid,card,15.00,92.92,13.94,78.98,2,2,67.71,25.21,11.27,0.142694
6808,4934,2022-12-24 02:56:59,IN,mobile,organic,card,0.00,787.02,0.00,787.02,4,7,472.51,314.51,314.51,0.399621
6809,8876,2021-10-25 02:01:20,SG,desktop,organic,card,5.00,64.99,3.25,61.74,1,1,40.50,24.49,21.24,0.344023
6810,1733,2025-07-05 03:52:10,DE,desktop,direct,card,0.00,71.16,0.00,71.16,1,1,37.67,33.49,33.49,0.470630
6811,5142,2022-03-01 05:24:42,GB,desktop,email,card,0.00,131.88,0.00,131.88,2,3,81.64,50.24,50.24,0.380952
6812,15086,2024-08-06 01:34:43,AU,mobile,email,card,5.00,365.58,18.28,347.30,3,6,218.44,147.14,128.86,0.371034
6813,9384,2022-03-10 05:19:21,GB,desktop,direct,wallet,0.00,89.58,0.00,89.58,2,2,52.18,37.40,37.40,0.417504
6814,8377,2020-10-15 22:42:53,GB,mobile,paid,card,15.00,183.35,27.50,155.85,3,3,119.05,64.30,36.80,0.236124
6815,5950,2022-07-09 01:16:07,IN,mobile,paid,card,10.00,50.03,5.00,45.03,1,1,28.59,21.44,16.44,0.365090
6816,9541,2023-10-14 09:02:41,AU,mobile,direct,cod,0.00,494.56,0.00,494.56,1,4,301.12,193.44,193.44,0.391136
6817,12666,2022-03-08 01:58:57,GB,mobile,organic,card,0.00,98.68,0.00,98.68,1,1,53.67,45.01,45.01,0.456121
6818,14131,2021-07-16 09:35:24,SE,tablet,direct,card,10.00,314.03,31.40,282.63,3,6,241.90,72.13,40.73,0.144111
6819,11529,2021-10-19 16:02:49,FR,mobile,social,card,0.00,291.25,0.00,291.25,3,6,195.14,96.11,96.11,0.329991
6820,18368,2023-03-01 22:56:14,AE,desktop,paid,card,10.00,12.55,1.25,11.30,1,1,9.13,3.42,2.17,0.192035
6821,14914,2021-01-19 22:25:08,US,desktop,organic,card,10.00,154.31,15.43,138.88,3,3,93.46,60.85,45.42,0.327045
6822,10685,2025-03-26 09:01:51,JP,desktop,organic,card,5.00,128.97,6.45,122.52,1,1,72.24,56.73,50.28,0.410382
6823,1243,2022-02-10 10:12:48,MX,mobile,email,card,0.00,98.99,0.00,98.99,1,1,51.86,47.13,47.13,0.476109
6824,9542,2023-07-07 13:54:45,ZA,tablet,email,card,0.00,108.37,0.00,108.37,2,2,58.35,50.02,50.02,0.461567
6825,7743,2020-12-29 08:11:24,PL,mobile,organic,card,15.00,547.25,82.09,465.16,2,4,321.01,226.24,144.15,0.309893
6826,12957,2024-07-21 18:45:40,AU,mobile,direct,cod,20.00,61.33,12.27,49.06,1,1,48.11,13.22,0.95,0.019364
6827,15747,2023-12-17 03:14:51,GB,mobile,social,paypal,10.00,46.47,4.65,41.82,1,1,25.91,20.56,15.91,0.380440
6828,1796,2023-05-06 08:23:45,NL,desktop,organic,wallet,20.00,49.91,9.98,39.93,1,1,30.53,19.38,9.40,0.235412
6829,1247,2025-05-08 17:40:15,MX,desktop,referral,paypal,5.00,244.77,12.24,232.53,6,8,148.43,96.34,84.10,0.361674
6830,7164,2021-07-01 09:57:46,JP,mobile,paid,card,0.00,238.56,0.00,238.56,1,3,132.96,105.60,105.60,0.442656
6831,16056,2023-02-02 00:48:26,SE,desktop,paid,card,0.00,54.63,0.00,54.63,1,1,38.94,15.69,15.69,0.287205
6832,1890,2020-01-07 15:26:25,PL,desktop,organic,paypal,15.00,251.88,37.78,214.10,3,3,167.15,84.73,46.95,0.219290
6833,14321,2024-03-26 03:02:33,US,tablet,direct,card,0.00,27.50,0.00,27.50,2,2,18.06,9.44,9.44,0.343273
6834,1632,2023-12-28 01:39:08,NL,mobile,direct,card,5.00,111.62,5.58,106.04,2,2,69.45,42.17,36.59,0.345058
6835,14092,2022-11-26 11:42:09,IN,mobile,organic,wallet,5.00,154.17,7.71,146.46,4,4,106.20,47.97,40.26,0.274887
6836,8598,2023-11-05 03:30:43,AU,mobile,paid,card,0.00,12.94,0.00,12.94,1,1,10.26,2.68,2.68,0.207110
6837,11326,2023-03-21 03:51:17,US,desktop,email,card,5.00,306.66,15.33,291.33,2,2,189.05,117.61,102.28,0.351080
6838,2475,2024-02-15 08:48:57,AU,mobile,organic,cod,5.00,598.94,29.95,568.99,3,8,374.00,224.94,194.99,0.342695
6839,6600,2022-08-19 15:34:44,DE,mobile,organic,card,0.00,83.94,0.00,83.94,1,2,44.06,39.88,39.88,0.475101
6840,6525,2024-06-27 00:40:03,MX,mobile,direct,card,0.00,202.12,0.00,202.12,2,2,137.80,64.32,64.32,0.318227
6841,4010,2021-01-25 04:28:07,NL,desktop,organic,card,5.00,413.40,20.67,392.73,2,2,280.44,132.96,112.29,0.285922
6842,13903,2022-12-23 13:57:28,NL,desktop,social,wallet,15.00,333.53,50.03,283.50,5,6,233.48,100.05,50.02,0.176437
6843,19012,2024-05-13 01:48:15,FR,desktop,direct,card,15.00,6.32,0.95,5.37,1,1,4.96,1.36,0.41,0.076350
6844,9482,2021-02-05 08:33:10,BR,desktop,paid,card,0.00,6.96,0.00,6.96,1,1,5.28,1.68,1.68,0.241379
6845,14640,2024-12-24 04:08:37,IN,mobile,social,paypal,0.00,248.33,0.00,248.33,1,1,159.74,88.59,88.59,0.356743
6846,4281,2020-07-02 15:42:45,US,mobile,social,card,20.00,190.16,38.03,152.13,1,1,95.87,94.29,56.26,0.369815
6847,5133,2024-11-21 18:19:41,AU,desktop,referral,card,10.00,85.09,8.51,76.58,1,1,57.77,27.32,18.81,0.245625
6848,5299,2020-03-11 06:22:00,JP,mobile,organic,card,5.00,133.26,6.66,126.60,1,2,93.38,39.88,33.22,0.262401
6849,7117,2025-10-30 19:45:51,ES,mobile,social,card,5.00,383.89,19.19,364.70,4,8,251.58,132.31,113.12,0.310173
6850,1385,2020-06-20 03:00:49,FR,mobile,email,card,0.00,48.07,0.00,48.07,1,1,27.18,20.89,20.89,0.434575
6851,16413,2023-03-11 12:55:36,FR,desktop,paid,wallet,10.00,711.46,71.15,640.31,4,8,447.65,263.81,192.66,0.300886
6852,6875,2024-10-27 18:29:48,ES,mobile,referral,card,20.00,6.51,1.30,5.21,1,1,3.40,3.11,1.81,0.347409
6853,432,2025-04-18 12:22:39,SG,mobile,direct,card,10.00,292.80,29.28,263.52,2,2,181.86,110.94,81.66,0.309882
6854,9425,2025-10-02 23:27:29,US,mobile,social,card,0.00,34.02,0.00,34.02,1,1,17.17,16.85,16.85,0.495297
6855,5651,2025-03-04 21:27:35,GB,mobile,direct,paypal,0.00,166.92,0.00,166.92,2,2,123.70,43.22,43.22,0.258926
6856,9781,2025-10-26 07:05:23,JP,desktop,organic,paypal,0.00,54.58,0.00,54.58,1,1,31.15,23.43,23.43,0.429278
6857,8048,2021-08-21 05:36:53,ES,mobile,social,card,0.00,117.99,0.00,117.99,3,3,78.96,39.03,39.03,0.330791
6858,13166,2022-07-19 07:22:19,CA,desktop,direct,wallet,20.00,240.90,48.18,192.72,2,4,165.70,75.20,27.02,0.140203
6859,2859,2023-05-25 21:17:20,BR,desktop,organic,card,0.00,7.39,0.00,7.39,1,1,4.04,3.35,3.35,0.453315
6860,13278,2025-09-28 00:48:54,US,mobile,referral,card,10.00,92.53,9.25,83.28,2,2,48.70,43.83,34.58,0.415226
6861,14663,2021-10-11 06:39:50,FR,desktop,social,card,10.00,472.53,47.25,425.28,3,4,274.68,197.85,150.60,0.354120
6862,16148,2021-06-09 21:31:45,AU,desktop,organic,wallet,5.00,1383.83,69.19,1314.64,4,6,946.85,436.98,367.79,0.279765
6863,13171,2025-01-05 22:20:46,BR,mobile,organic,card,0.00,110.84,0.00,110.84,1,1,84.85,25.99,25.99,0.234482
6864,12413,2020-11-15 00:25:45,MX,tablet,social,wallet,0.00,80.62,0.00,80.62,2,2,58.24,22.38,22.38,0.277599
6865,13568,2024-07-14 14:54:41,CA,desktop,organic,wallet,20.00,11.74,2.35,9.39,1,1,6.06,5.68,3.33,0.354633
6866,14715,2021-08-03 05:54:58,US,mobile,email,paypal,0.00,148.57,0.00,148.57,1,1,90.34,58.23,58.23,0.391936
6867,8499,2022-02-25 10:50:55,JP,mobile,direct,card,10.00,165.04,16.50,148.54,2,2,105.22,59.82,43.32,0.291639
6868,19255,2021-05-01 02:07:00,ES,desktop,organic,card,5.00,327.31,16.37,310.94,3,3,221.30,106.01,89.64,0.288287
6869,11564,2020-05-28 12:31:16,MX,mobile,organic,card,15.00,39.60,5.94,33.66,1,1,22.98,16.62,10.68,0.317291
6870,14406,2025-04-02 16:03:34,US,desktop,direct,card,15.00,104.97,15.75,89.22,2,5,57.57,47.40,31.65,0.354741
6871,8797,2021-11-03 12:02:21,IN,desktop,organic,card,0.00,104.22,0.00,104.22,2,2,53.81,50.41,50.41,0.483688
6872,10903,2025-09-04 08:25:40,US,mobile,paid,wallet,15.00,50.87,7.63,43.24,1,1,33.89,16.98,9.35,0.216235
6873,16367,2020-08-20 00:52:25,US,mobile,direct,card,0.00,30.44,0.00,30.44,1,1,18.56,11.88,11.88,0.390276
6874,18431,2020-04-16 04:36:34,ES,mobile,direct,card,0.00,51.63,0.00,51.63,1,1,40.82,10.81,10.81,0.209374
6875,8532,2024-11-09 15:14:11,GB,mobile,paid,wallet,15.00,39.42,5.91,33.51,1,1,24.95,14.47,8.56,0.255446
6876,5178,2022-10-04 14:06:58,BR,mobile,direct,card,0.00,17.60,0.00,17.60,1,1,12.12,5.48,5.48,0.311364
6877,12365,2023-10-30 08:16:45,IN,mobile,direct,card,15.00,270.55,40.58,229.97,1,1,182.95,87.60,47.02,0.204461
6878,12724,2020-11-02 06:40:40,BR,mobile,direct,card,0.00,68.66,0.00,68.66,1,2,42.48,26.18,26.18,0.381299
6879,17408,2024-02-21 17:18:30,US,desktop,direct,card,0.00,21.77,0.00,21.77,1,1,15.34,6.43,6.43,0.295361
6880,1121,2024-06-17 20:25:27,US,mobile,email,card,10.00,12.44,1.24,11.20,1,1,8.35,4.09,2.85,0.254464
6881,17397,2025-07-10 19:19:17,DE,mobile,organic,card,15.00,6.32,0.95,5.37,1,1,4.96,1.36,0.41,0.076350
6882,18468,2025-01-17 14:33:15,BR,desktop,referral,cod,10.00,42.09,4.21,37.88,1,1,25.67,16.42,12.21,0.322334
6883,352,2021-11-04 14:55:51,FR,desktop,email,card,0.00,27.53,0.00,27.53,1,1,17.04,10.49,10.49,0.381039
6884,1935,2025-03-31 01:53:48,DE,desktop,paid,card,0.00,166.17,0.00,166.17,1,3,130.56,35.61,35.61,0.214299
6885,14466,2021-10-02 06:18:48,ES,desktop,direct,card,5.00,33.63,1.68,31.95,1,1,22.36,11.27,9.59,0.300156
6886,991,2020-10-01 13:37:31,GB,desktop,organic,paypal,5.00,512.12,25.61,486.51,2,3,358.21,153.91,128.30,0.263715
6887,12068,2022-11-01 18:26:05,SG,desktop,social,card,20.00,74.15,14.83,59.32,2,2,49.00,25.15,10.32,0.173972
6888,5703,2024-01-26 23:05:01,MX,mobile,direct,card,5.00,138.66,6.93,131.73,1,1,103.67,34.99,28.06,0.213011
6889,13084,2025-06-20 14:29:05,US,mobile,organic,card,0.00,202.61,0.00,202.61,4,8,152.64,49.97,49.97,0.246631
6890,7397,2022-09-11 13:58:42,US,desktop,organic,card,5.00,177.27,8.86,168.41,2,4,119.63,57.64,48.78,0.289650
6891,5757,2024-12-09 00:44:48,IN,mobile,social,card,10.00,16.32,1.63,14.69,1,1,10.88,5.44,3.81,0.259360
6892,15475,2020-10-12 21:06:44,IN,mobile,organic,card,5.00,151.65,7.58,144.07,2,2,83.97,67.68,60.10,0.417158
6893,2128,2025-05-27 23:51:27,MX,mobile,organic,card,5.00,14.22,0.71,13.51,1,1,7.85,6.37,5.66,0.418949
6894,5768,2024-08-23 07:08:28,NL,desktop,direct,card,0.00,143.82,0.00,143.82,3,6,107.97,35.85,35.85,0.249270
6895,2855,2021-12-30 19:47:54,GB,mobile,referral,paypal,0.00,77.26,0.00,77.26,1,1,39.44,37.82,37.82,0.489516
6896,6452,2020-10-03 08:14:13,BR,tablet,direct,card,0.00,140.47,0.00,140.47,4,4,99.89,40.58,40.58,0.288887
6897,19209,2020-07-13 12:51:55,DE,mobile,social,card,15.00,35.60,5.34,30.26,1,1,23.14,12.46,7.12,0.235294
6898,18572,2024-12-02 04:19:22,FR,tablet,direct,wallet,0.00,237.95,0.00,237.95,2,3,178.16,59.79,59.79,0.251271
6899,1875,2025-10-02 00:36:57,JP,mobile,referral,card,0.00,378.48,0.00,378.48,2,5,292.36,86.12,86.12,0.227542
6900,8732,2022-12-28 20:24:59,NL,mobile,email,card,0.00,36.98,0.00,36.98,1,1,25.20,11.78,11.78,0.318551
6901,2287,2023-07-15 21:34:59,CA,desktop,social,card,0.00,143.52,0.00,143.52,2,2,91.06,52.46,52.46,0.365524
6902,15764,2021-06-29 22:21:33,FR,mobile,direct,wallet,15.00,17.19,2.58,14.61,1,1,12.06,5.13,2.55,0.174538
6903,3787,2023-01-31 12:43:59,DE,mobile,organic,card,5.00,410.57,20.53,390.04,4,6,271.12,139.45,118.92,0.304892
6904,3269,2024-12-05 21:24:58,IN,desktop,social,card,10.00,237.14,23.71,213.43,3,5,149.96,87.18,63.47,0.297381
6905,16172,2021-06-07 12:51:40,MX,mobile,direct,paypal,0.00,259.72,0.00,259.72,2,2,160.31,99.41,99.41,0.382758
6906,5887,2020-06-29 04:44:54,US,desktop,direct,card,0.00,493.99,0.00,493.99,3,4,279.87,214.12,214.12,0.433450
6907,12310,2020-09-29 00:42:23,US,desktop,email,card,20.00,122.42,24.48,97.94,1,1,77.38,45.04,20.56,0.209924
6908,5695,2022-08-15 20:19:35,SE,mobile,organic,paypal,15.00,38.61,5.79,32.82,1,1,21.50,17.11,11.32,0.344912
6909,171,2025-07-21 10:24:15,IN,mobile,email,card,0.00,10.21,0.00,10.21,1,1,8.11,2.10,2.10,0.205681
6910,11259,2020-03-17 18:57:32,FR,desktop,organic,card,20.00,51.50,10.30,41.20,2,4,29.67,21.83,11.53,0.279854
6911,19891,2025-04-17 12:32:46,BR,mobile,paid,card,20.00,119.24,23.85,95.39,2,2,63.81,55.43,31.58,0.331062
6912,5304,2020-05-11 20:41:28,JP,mobile,referral,paypal,0.00,174.28,0.00,174.28,4,4,115.68,58.60,58.60,0.336241
6913,4291,2024-08-15 23:38:03,US,mobile,direct,card,0.00,36.15,0.00,36.15,1,1,18.92,17.23,17.23,0.476625
6914,264,2024-11-13 16:39:00,US,desktop,organic,card,20.00,44.18,8.84,35.34,1,1,33.72,10.46,1.62,0.045840
6915,16663,2025-07-03 17:37:04,SE,desktop,organic,wallet,15.00,96.44,14.47,81.97,2,2,69.40,27.04,12.57,0.153349
6916,1406,2024-10-12 08:33:13,PL,mobile,direct,card,0.00,953.77,0.00,953.77,3,6,615.03,338.74,338.74,0.355159
6917,17957,2023-02-10 20:55:04,US,mobile,direct,card,0.00,24.77,0.00,24.77,1,1,12.57,12.20,12.20,0.492531
6918,2804,2021-07-10 09:32:44,DE,desktop,social,card,5.00,274.98,13.75,261.23,1,1,211.09,63.89,50.14,0.191938
6919,12235,2020-07-30 07:18:24,SG,mobile,direct,card,15.00,51.75,7.76,43.99,1,1,36.62,15.13,7.37,0.167538
6920,13794,2022-03-04 01:46:20,JP,mobile,email,card,15.00,375.89,56.38,319.51,3,7,224.87,151.02,94.64,0.296204
6921,17881,2020-03-26 15:04:58,ZA,mobile,email,wallet,0.00,55.29,0.00,55.29,1,1,29.88,25.41,25.41,0.459577
6922,1328,2023-12-18 17:54:21,DE,mobile,organic,card,0.00,99.65,0.00,99.65,3,3,71.12,28.53,28.53,0.286302
6923,3818,2022-03-27 14:54:37,CA,desktop,paid,wallet,0.00,182.04,0.00,182.04,1,3,132.36,49.68,49.68,0.272907
6924,10849,2022-12-18 15:09:15,IN,desktop,paid,paypal,0.00,85.68,0.00,85.68,1,1,59.47,26.21,26.21,0.305906
6925,12535,2025-02-11 03:18:19,US,mobile,social,card,10.00,22.01,2.20,19.81,1,1,15.15,6.86,4.66,0.235235
6926,9620,2025-09-17 06:46:01,PL,mobile,paid,card,0.00,8.56,0.00,8.56,1,1,5.34,3.22,3.22,0.376168
6927,14983,2021-04-15 07:40:12,IN,desktop,direct,card,0.00,65.48,0.00,65.48,1,1,50.12,15.36,15.36,0.234575
6928,12600,2023-01-28 02:14:48,FR,mobile,direct,card,5.00,81.10,4.06,77.04,1,1,41.50,39.60,35.54,0.461319
6929,8645,2024-01-05 02:40:37,IN,mobile,referral,paypal,5.00,578.41,28.92,549.49,3,5,342.97,235.44,206.52,0.375839
6930,16155,2025-07-11 20:15:49,BR,mobile,direct,card,10.00,11.39,1.14,10.25,1,1,8.15,3.24,2.10,0.204878
6931,13392,2021-04-23 17:35:32,BR,mobile,direct,card,20.00,218.56,43.71,174.85,2,2,151.78,66.78,23.07,0.131942
6932,10611,2024-06-30 13:31:50,US,desktop,email,card,0.00,31.34,0.00,31.34,2,2,23.73,7.61,7.61,0.242821
6933,8231,2024-05-29 16:54:08,IN,mobile,email,card,15.00,37.56,5.63,31.93,1,4,24.92,12.64,7.01,0.219543
6934,17858,2024-10-26 14:58:07,US,mobile,direct,paypal,10.00,62.19,6.22,55.97,1,3,36.72,25.47,19.25,0.343934
6935,10981,2024-07-26 11:24:17,US,mobile,referral,card,0.00,39.58,0.00,39.58,1,1,23.30,16.28,16.28,0.411319
6936,14799,2024-05-06 20:24:08,CA,mobile,email,card,15.00,520.52,78.08,442.44,2,5,273.85,246.67,168.59,0.381046
6937,17949,2021-02-06 21:25:55,SG,desktop,direct,card,20.00,69.35,13.87,55.48,1,1,36.02,33.33,19.46,0.350757
6938,12904,2021-08-12 23:03:23,NL,desktop,email,card,15.00,10.34,1.55,8.79,1,1,7.72,2.62,1.07,0.121729
6939,745,2022-02-19 12:48:12,DE,mobile,paid,card,0.00,245.86,0.00,245.86,7,7,144.75,101.11,101.11,0.411250
6940,6237,2023-08-27 23:02:02,DE,desktop,direct,paypal,20.00,36.51,7.30,29.21,2,2,28.35,8.16,0.86,0.029442
6941,6854,2025-10-21 15:39:25,GB,desktop,email,card,0.00,14.55,0.00,14.55,1,1,11.06,3.49,3.49,0.239863
6942,14400,2024-04-15 10:43:56,ZA,mobile,referral,wallet,5.00,766.52,38.33,728.19,4,6,558.87,207.65,169.32,0.232522
6943,12670,2023-11-08 17:46:02,ES,desktop,direct,card,10.00,55.45,5.54,49.91,1,1,38.98,16.47,10.93,0.218994
6944,14342,2021-01-20 18:48:29,NL,desktop,direct,paypal,20.00,32.47,6.49,25.98,1,1,18.42,14.05,7.56,0.290993
6945,19346,2024-05-01 04:08:22,SG,desktop,paid,card,0.00,49.48,0.00,49.48,1,1,33.08,16.40,16.40,0.331447
6946,18915,2020-04-02 21:09:35,FR,mobile,paid,card,0.00,85.16,0.00,85.16,1,1,61.40,23.76,23.76,0.279004
6947,9163,2024-01-15 23:32:12,JP,mobile,direct,card,0.00,34.33,0.00,34.33,1,1,21.24,13.09,13.09,0.381299
6948,2489,2021-11-13 02:28:36,DE,desktop,direct,paypal,10.00,118.45,11.85,106.60,3,3,75.14,43.31,31.46,0.295122
6949,8362,2020-05-26 12:07:25,US,desktop,referral,paypal,10.00,65.47,6.55,58.92,1,1,39.48,25.99,19.44,0.329939
6950,18712,2025-09-09 09:54:24,GB,desktop,social,card,20.00,425.22,85.04,340.18,2,2,286.95,138.27,53.23,0.156476
6951,2711,2022-11-20 10:19:13,MX,desktop,organic,wallet,0.00,84.24,0.00,84.24,2,2,51.34,32.90,32.90,0.390551
6952,15551,2020-10-20 23:34:45,US,mobile,social,paypal,5.00,63.74,3.19,60.55,2,2,48.84,14.90,11.71,0.193394
6953,6400,2021-04-23 17:10:51,US,mobile,email,wallet,0.00,40.88,0.00,40.88,2,2,31.69,9.19,9.19,0.224804
6954,5023,2024-12-25 00:38:49,GB,mobile,organic,card,0.00,185.47,0.00,185.47,2,2,139.97,45.50,45.50,0.245323
6955,12677,2021-09-14 15:08:23,IN,mobile,direct,card,20.00,310.30,62.06,248.24,3,7,225.38,84.92,22.86,0.092088
6956,14690,2021-04-14 09:26:28,GB,mobile,referral,wallet,20.00,40.78,8.16,32.62,1,1,31.38,9.40,1.24,0.038013
6957,15606,2024-01-06 12:00:16,SE,tablet,organic,card,0.00,206.55,0.00,206.55,1,1,155.11,51.44,51.44,0.249044
6958,15401,2021-04-17 15:14:04,CA,mobile,organic,card,0.00,222.84,0.00,222.84,1,4,177.16,45.68,45.68,0.204990
6959,17058,2021-04-15 10:35:03,ES,mobile,paid,paypal,0.00,145.97,0.00,145.97,3,3,93.47,52.50,52.50,0.359663
6960,13948,2021-09-11 00:20:18,PL,desktop,organic,card,0.00,351.03,0.00,351.03,1,3,275.97,75.06,75.06,0.213828
6961,15584,2022-09-25 10:46:00,US,mobile,organic,card,20.00,138.69,27.74,110.95,2,2,72.65,66.04,38.30,0.345201
6962,6298,2020-03-31 20:05:53,ZA,desktop,direct,card,10.00,27.36,2.74,24.62,2,2,19.26,8.10,5.36,0.217709
6963,3282,2025-01-28 18:17:29,JP,mobile,organic,card,20.00,55.18,11.04,44.14,1,1,28.66,26.52,15.48,0.350702
