order_id,product_id,category,customer_id,order_time,quantity,gross_item_revenue,item_cost,share_of_order_subtotal,allocated_discount,allocated_net_revenue,net_item_profit,net_item_margin
664,436,Beauty,10871,2024-07-20 09:07:40,1,96.87,58.84,0.567321,0.00000000,96.87000000,38.03000000,0.392588004542
664,504,Beauty,10871,2024-07-20 09:07:40,1,11.97,9.48,0.070102,0.00000000,11.97000000,2.49000000,0.208020050125
665,860,Books,3197,2023-04-12 05:09:35,1,31.86,22.85,1.000000,1.59000000,30.27000000,7.42000000,0.245127188636
666,690,Fashion,436,2020-01-25 10:49:51,3,195.21,125.49,0.609137,29.28119543,165.92880457,40.43880457,0.243711781537
666,766,Fashion,436,2020-01-25 10:49:51,1,125.26,93.95,0.390863,18.78880457,106.47119543,12.52119543,0.117601717342
667,312,Home & Kitchen,10157,2023-08-09 15:07:59,1,50.50,37.14,1.000000,10.10000000,40.40000000,3.26000000,0.080693069307
668,390,Beauty,14517,2020-05-29 13:34:20,1,81.14,58.63,0.754720,0.00000000,81.14000000,22.51000000,0.277421740202
668,987,Books,14517,2020-05-29 13:34:20,1,26.37,13.30,0.245280,0.00000000,26.37000000,13.07000000,0.495638983694
669,709,Fashion,14995,2020-05-14 03:06:51,1,30.12,23.31,0.435386,0.00000000,30.12000000,6.81000000,0.226095617530
669,862,Books,14995,2020-05-14 03:06:51,1,39.06,20.58,0.564614,0.00000000,39.06000000,18.48000000,0.473118279570
670,1007,Books,15524,2024-11-03 12:12:26,1,16.16,9.55,1.000000,0.00000000,16.16000000,6.61000000,0.409034653465
671,215,Home & Kitchen,9575,2022-08-23 17:25:19,1,37.17,19.47,0.074487,7.43385103,29.73614897,10.26614897,0.345241375417
671,226,Home & Kitchen,9575,2022-08-23 17:25:19,1,107.15,65.65,0.214725,21.42957055,85.72042945,20.07042945,0.234138227944
671,271,Home & Kitchen,9575,2022-08-23 17:25:19,4,229.32,164.76,0.459550,45.86308090,183.45691910,18.69691910,0.101914494104
671,623,Sports,9575,2022-08-23 17:25:19,4,110.04,83.80,0.220517,22.00755897,88.03244103,4.23244103,0.048078196861
671,929,Books,9575,2022-08-23 17:25:19,1,15.33,11.53,0.030721,3.06593856,12.26406144,0.73406144,0.059854677310
672,1081,Toys,15576,2021-07-31 03:03:43,1,33.91,20.12,1.000000,1.70000000,32.21000000,12.09000000,0.375349270413
673,189,Home & Kitchen,3955,2025-03-12 16:43:00,1,36.17,19.76,1.000000,1.81000000,34.36000000,14.60000000,0.424912689173
674,531,Sports,6892,2025-07-12 16:44:38,1,106.94,85.38,0.272890,0.00000000,106.94000000,21.56000000,0.201608378530
674,647,Sports,6892,2025-07-12 16:44:38,1,74.95,46.68,0.191258,0.00000000,74.95000000,28.27000000,0.377184789860
674,658,Sports,6892,2025-07-12 16:44:38,1,209.99,105.67,0.535853,0.00000000,209.99000000,104.32000000,0.496785561217
675,948,Books,19706,2023-04-18 23:47:37,1,27.68,17.94,1.000000,5.54000000,22.14000000,4.20000000,0.189701897019
676,157,Electronics,398,2024-09-25 12:12:06,1,457.92,344.23,0.854711,22.89770942,435.02229058,90.79229058,0.208707214655
676,885,Books,398,2024-09-25 12:12:06,3,37.65,27.39,0.070274,1.88264055,35.76735945,8.37735945,0.234218001519
676,925,Books,398,2024-09-25 12:12:06,1,40.19,30.58,0.075015,2.00965003,38.18034997,7.60034997,0.199064439587
677,311,Home & Kitchen,15305,2021-10-17 17:56:36,1,162.78,94.98,0.842459,0.00000000,162.78000000,67.80000000,0.416513085146
677,978,Books,15305,2021-10-17 17:56:36,1,30.44,18.56,0.157541,0.00000000,30.44000000,11.88000000,0.390275952694
678,478,Beauty,10235,2024-01-13 12:24:49,1,53.48,28.35,0.491680,2.67473752,50.80526248,22.45526248,0.441986939618
678,1074,Toys,10235,2024-01-13 12:24:49,1,55.29,29.88,0.508320,2.76526248,52.52473752,22.64473752,0.431125191466
679,1142,Toys,10956,2025-06-02 09:04:00,1,20.11,13.77,0.742889,2.01322867,18.09677133,4.32677133,0.239090788688
679,1148,Toys,10956,2025-06-02 09:04:00,1,6.96,5.28,0.257111,0.69677133,6.26322867,0.98322867,0.156984316206
680,1026,Books,8619,2020-01-23 19:51:12,1,16.32,10.88,1.000000,2.45000000,13.87000000,2.99000000,0.215573179524
681,36,Electronics,11389,2020-07-29 00:42:33,1,65.48,34.06,0.706441,6.54870644,58.93129356,24.87129356,0.422038819404
681,429,Beauty,11389,2020-07-29 00:42:33,1,27.21,18.85,0.293559,2.72129356,24.48870644,5.63870644,0.230257423103
682,859,Books,4828,2021-06-14 10:45:35,1,29.51,23.50,1.000000,0.00000000,29.51000000,6.01000000,0.203659776347
683,867,Books,141,2021-12-03 23:07:49,2,67.26,44.72,0.542901,0.00000000,67.26000000,22.54000000,0.335117454654
683,928,Books,141,2021-12-03 23:07:49,1,40.47,28.30,0.326661,0.00000000,40.47000000,12.17000000,0.300716580183
683,1007,Books,141,2021-12-03 23:07:49,1,16.16,9.55,0.130438,0.00000000,16.16000000,6.61000000,0.409034653465
684,299,Home & Kitchen,3615,2023-06-08 08:36:52,1,231.31,137.43,1.000000,0.00000000,231.31000000,93.88000000,0.405862262764
685,914,Books,19159,2024-09-07 01:36:17,1,21.77,12.96,1.000000,3.27000000,18.50000000,5.54000000,0.299459459459
686,585,Sports,15084,2023-06-24 08:39:01,1,170.17,133.86,0.505526,34.03197790,136.13802210,2.27802210,0.016733180524
686,800,Fashion,15084,2023-06-24 08:39:01,1,151.12,91.04,0.448934,30.22220427,120.89779573,29.85779573,0.246967246588
686,884,Books,15084,2023-06-24 08:39:01,1,15.33,9.66,0.045541,3.06581784,12.26418216,2.60418216,0.212340466411
687,1066,Toys,11332,2021-02-12 20:44:22,1,34.84,20.90,0.376242,6.96800000,27.87200000,6.97200000,0.250143513203
687,1126,Toys,11332,2021-02-12 20:44:22,1,57.76,30.13,0.623758,11.55200000,46.20800000,16.07800000,0.347948407202
688,1137,Toys,18342,2020-04-30 15:02:33,1,14.32,8.84,1.000000,2.15000000,12.17000000,3.33000000,0.273623664749
689,880,Books,7325,2022-06-19 21:20:59,1,34.02,17.17,0.104909,1.70058036,32.31941964,15.14941964,0.468740460341
689,1011,Books,7325,2022-06-19 21:20:59,4,193.88,116.96,0.597878,9.69160849,184.18839151,67.22839151,0.364997983634
689,1169,Toys,7325,2022-06-19 21:20:59,2,96.38,68.98,0.297212,4.81781115,91.56218885,22.58218885,0.246632252173
690,908,Books,10168,2024-09-01 06:34:34,1,6.40,4.55,0.116639,0.95994168,5.44005832,0.89005832,0.163611907749
690,1011,Books,10168,2024-09-01 06:34:34,1,48.47,29.24,0.883361,7.27005832,41.19994168,11.95994168,0.290290257518
691,809,Fashion,1647,2023-01-18 02:13:07,2,73.70,57.44,1.000000,11.05000000,62.65000000,5.21000000,0.083160415004
692,114,Electronics,16230,2021-04-16 07:12:29,1,38.13,26.22,0.252166,3.81274783,34.31725217,8.09725217,0.235952812594
692,208,Home & Kitchen,16230,2021-04-16 07:12:29,2,113.08,72.32,0.747834,11.30725217,101.77274783,29.45274783,0.289397195792
693,37,Electronics,2937,2023-09-20 03:05:28,1,122.51,73.75,0.289772,18.37736932,104.13263068,30.38263068,0.291768588593
693,41,Electronics,2937,2023-09-20 03:05:28,1,300.27,160.53,0.710228,45.04263068,255.22736932,94.69736932,0.371031404556
694,1130,Toys,12943,2022-11-24 08:35:30,1,67.23,35.84,1.000000,13.45000000,53.78000000,17.94000000,0.333581256973
695,353,Beauty,19231,2022-02-20 11:20:09,1,110.99,88.18,1.000000,22.20000000,88.79000000,0.61000000,0.006870143034
696,725,Fashion,11714,2023-08-30 21:30:15,1,18.43,13.08,0.080685,0.00000000,18.43000000,5.35000000,0.290287574607
696,777,Fashion,11714,2023-08-30 21:30:15,1,190.94,123.01,0.835916,0.00000000,190.94000000,67.93000000,0.355766209280
696,795,Fashion,11714,2023-08-30 21:30:15,1,19.05,10.88,0.083399,0.00000000,19.05000000,8.17000000,0.428871391076
697,921,Books,13078,2025-06-23 17:17:13,3,54.75,37.98,1.000000,0.00000000,54.75000000,16.77000000,0.306301369863
698,1094,Toys,7981,2023-01-30 08:29:12,1,49.46,39.14,0.710939,4.94813282,44.51186718,5.37186718,0.120683932630
698,1142,Toys,7981,2023-01-30 08:29:12,1,20.11,13.77,0.289061,2.01186718,18.09813282,4.32813282,0.239148030520
699,95,Electronics,4218,2022-05-18 13:11:12,1,77.91,45.31,1.000000,0.00000000,77.91000000,32.60000000,0.418431523553
700,277,Home & Kitchen,17282,2024-06-27 22:50:58,1,51.20,30.94,0.853049,0.00000000,51.20000000,20.26000000,0.395703125000
700,1177,Toys,17282,2024-06-27 22:50:58,1,8.82,4.54,0.146951,0.00000000,8.82000000,4.28000000,0.485260770975
701,485,Beauty,5348,2024-02-01 06:12:13,1,6.63,4.09,1.000000,0.00000000,6.63000000,2.54000000,0.383107088989
702,1005,Books,6916,2021-03-05 11:04:40,3,19.29,12.48,1.000000,0.00000000,19.29000000,6.81000000,0.353032659409
703,448,Beauty,4627,2022-10-30 04:56:33,1,101.46,56.74,0.272639,0.00000000,101.46000000,44.72000000,0.440764833432
703,757,Fashion,4627,2022-10-30 04:56:33,2,227.64,139.04,0.611705,0.00000000,227.64000000,88.60000000,0.389211034967
703,1120,Toys,4627,2022-10-30 04:56:33,1,43.04,33.12,0.115655,0.00000000,43.04000000,9.92000000,0.230483271375
704,998,Books,5751,2024-06-15 21:48:36,1,28.79,16.25,1.000000,1.44000000,27.35000000,11.10000000,0.405850091408
705,1187,Toys,17403,2025-10-12 14:22:39,1,27.53,17.04,1.000000,2.75000000,24.78000000,7.74000000,0.312348668281
706,335,Home & Kitchen,8458,2025-10-24 19:53:41,1,24.77,12.57,0.765688,0.00000000,24.77000000,12.20000000,0.492531287848
706,896,Books,8458,2025-10-24 19:53:41,1,7.58,4.17,0.234312,0.00000000,7.58000000,3.41000000,0.449868073879
707,711,Fashion,17824,2020-12-10 06:03:53,1,39.11,21.88,0.167941,1.95482824,37.15517176,15.27517176,0.411118319104
707,816,Fashion,17824,2020-12-10 06:03:53,1,193.77,137.17,0.832059,9.68517176,184.08482824,46.91482824,0.254854398858
708,680,Sports,7068,2024-12-01 17:46:00,4,494.56,301.12,0.854487,24.72885449,469.83114551,168.71114551,0.359088892089
708,939,Books,7068,2024-12-01 17:46:00,1,24.28,12.78,0.041950,1.21404195,23.06595805,10.28595805,0.445936736194
708,1082,Toys,7068,2024-12-01 17:46:00,1,59.94,43.45,0.103563,2.99710356,56.94289644,13.49289644,0.236954866780
709,657,Sports,6090,2025-02-26 22:05:19,1,184.11,111.56,0.894259,0.00000000,184.11000000,72.55000000,0.394057900168
709,1115,Toys,6090,2025-02-26 22:05:19,1,21.77,15.34,0.105741,0.00000000,21.77000000,6.43000000,0.295360587965
710,250,Home & Kitchen,703,2021-03-26 20:51:01,1,55.18,28.66,1.000000,0.00000000,55.18000000,26.52000000,0.480608916274
711,751,Fashion,19778,2024-10-03 22:40:36,1,55.23,29.91,0.300408,2.76074898,52.46925102,22.55925102,0.429951840010
711,759,Fashion,19778,2024-10-03 22:40:36,1,128.62,95.94,0.699592,6.42925102,122.19074898,26.25074898,0.214834176884
712,690,Fashion,15776,2023-08-04 22:42:23,1,65.07,41.83,0.164464,9.76091116,55.30908884,13.47908884,0.243704771181
712,785,Fashion,15776,2023-08-04 22:42:23,1,132.74,73.84,0.335499,19.91183875,112.82816125,38.98816125,0.345553457737
712,807,Fashion,15776,2023-08-04 22:42:23,1,197.84,125.03,0.500038,29.67725009,168.16274991,43.13274991,0.256494080485
713,409,Beauty,5358,2023-07-04 19:59:07,3,236.34,150.36,0.535081,0.00000000,236.34000000,85.98000000,0.363797918253
713,703,Fashion,5358,2023-07-04 19:59:07,1,170.12,108.76,0.385157,0.00000000,170.12000000,61.36000000,0.360686574183
713,861,Books,5358,2023-07-04 19:59:07,1,7.39,4.04,0.016731,0.00000000,7.39000000,3.35000000,0.453315290934
713,876,Books,5358,2023-07-04 19:59:07,1,27.84,16.85,0.063031,0.00000000,27.84000000,10.99000000,0.394755747126
714,831,Fashion,19535,2020-06-29 18:45:32,2,43.66,34.44,0.457604,6.54831359,37.11168641,2.67168641,0.071990433970
714,1036,Toys,19535,2020-06-29 18:45:32,1,51.75,36.62,0.542396,7.76168641,43.98831359,7.36831359,0.167506162175
715,922,Books,6443,2024-11-24 15:14:00,1,17.83,14.11,1.000000,2.67000000,15.16000000,1.05000000,0.069261213720
716,889,Books,4511,2022-04-22 11:05:54,2,14.32,7.18,1.000000,2.86000000,11.46000000,4.28000000,0.373472949389
717,239,Home & Kitchen,14142,2022-06-11 06:40:36,1,28.96,16.19,1.000000,0.00000000,28.96000000,12.77000000,0.440953038674
718,300,Home & Kitchen,4839,2023-04-08 09:50:25,4,116.76,84.72,1.000000,11.68000000,105.08000000,20.36000000,0.193757137419
719,1071,Toys,13128,2022-10-02 12:51:15,1,45.01,22.51,1.000000,0.00000000,45.01000000,22.50000000,0.499888913575
720,1046,Toys,11477,2023-03-10 09:12:47,1,49.13,36.41,0.315827,7.36823669,41.76176331,5.35176331,0.128149840568
720,1081,Toys,11477,2023-03-10 09:12:47,1,33.91,20.12,0.217987,5.08562805,28.82437195,8.70437195,0.301979587451
720,1152,Toys,11477,2023-03-10 09:12:47,1,72.52,53.76,0.466187,10.87613525,61.64386475,7.88386475,0.127893745500
721,664,Sports,835,2022-11-21 13:08:41,1,43.48,23.78,0.211335,0.00000000,43.48000000,19.70000000,0.453081876725
721,739,Fashion,835,2022-11-21 13:08:41,1,155.10,116.22,0.753864,0.00000000,155.10000000,38.88000000,0.250676982592
721,889,Books,835,2022-11-21 13:08:41,1,7.16,3.59,0.034801,0.00000000,7.16000000,3.57000000,0.498603351955
722,356,Beauty,14752,2025-04-04 19:05:39,1,70.59,41.81,0.275022,7.05982507,63.53017493,21.72017493,0.341887535395
722,389,Beauty,14752,2025-04-04 19:05:39,1,45.08,26.96,0.175634,4.50852690,40.57147310,13.61147310,0.335493687066
722,509,Beauty,14752,2025-04-04 19:05:39,4,141.00,88.36,0.549344,14.10164803,126.89835197,38.53835197,0.303694660898
723,685,Fashion,14602,2021-03-02 07:59:17,1,73.55,40.21,1.000000,14.71000000,58.84000000,18.63000000,0.316621346023
724,497,Beauty,8680,2020-04-19 02:11:06,1,98.99,51.86,0.409202,0.00000000,98.99000000,47.13000000,0.476108697848
724,593,Sports,8680,2020-04-19 02:11:06,1,142.92,88.47,0.590798,0.00000000,142.92000000,54.45000000,0.380982367758
725,367,Beauty,7728,2020-03-17 15:40:27,1,59.87,32.32,0.436625,0.00000000,59.87000000,27.55000000,0.460163687991
725,410,Beauty,7728,2020-03-17 15:40:27,1,77.25,40.89,0.563375,0.00000000,77.25000000,36.36000000,0.470679611650
726,729,Fashion,7870,2025-08-05 14:40:37,4,776.52,536.76,1.000000,38.83000000,737.69000000,200.93000000,0.272377285852
727,877,Books,9654,2020-08-10 14:27:43,1,23.75,18.00,1.000000,3.56000000,20.19000000,2.19000000,0.108469539376
728,428,Beauty,17556,2024-12-31 22:45:56,1,23.92,18.63,1.000000,1.20000000,22.72000000,4.09000000,0.180017605634
729,460,Beauty,12328,2023-03-04 23:50:21,1,60.68,44.12,1.000000,3.03000000,57.65000000,13.53000000,0.234692107546
730,1136,Toys,10220,2021-11-24 03:31:31,1,76.63,44.61,1.000000,0.00000000,76.63000000,32.02000000,0.417852016182
731,691,Fashion,5726,2020-11-22 16:39:56,3,518.43,364.23,0.909431,77.76540943,440.66459057,76.43459057,0.173452989429
731,783,Fashion,5726,2020-11-22 16:39:56,1,51.63,40.82,0.090569,7.74459057,43.88540943,3.06540943,0.069850309472
732,360,Beauty,15634,2021-01-07 14:39:27,1,9.79,6.93,1.000000,0.00000000,9.79000000,2.86000000,0.292134831461
733,709,Fashion,3526,2024-05-06 23:17:12,1,30.12,23.31,0.243748,3.01273125,27.10726875,3.79726875,0.140083045069
733,734,Fashion,3526,2024-05-06 23:17:12,1,93.45,72.96,0.756252,9.34726875,84.10273125,11.14273125,0.132489528989
734,538,Sports,13318,2021-09-29 14:41:43,1,58.26,45.59,0.802700,5.82760540,52.43239460,6.84239460,0.130499372615
734,1137,Toys,13318,2021-09-29 14:41:43,1,14.32,8.84,0.197300,1.43239460,12.88760540,4.04760540,0.314069625378
735,597,Sports,2604,2023-06-04 08:14:09,1,216.93,163.33,1.000000,0.00000000,216.93000000,53.60000000,0.247084312912
736,668,Sports,2184,2023-01-04 00:51:44,1,50.03,28.59,0.460554,0.00000000,50.03000000,21.44000000,0.428542874275
736,1034,Toys,2184,2023-01-04 00:51:44,1,58.60,30.39,0.539446,0.00000000,58.60000000,28.21000000,0.481399317406
737,869,Books,19565,2021-08-18 06:56:12,1,9.20,4.62,0.190397,1.83923841,7.36076159,2.74076159,0.372347556226
737,953,Books,19565,2021-08-18 06:56:12,2,39.12,24.08,0.809603,7.82076159,31.29923841,7.21923841,0.230652206786
738,377,Beauty,6212,2024-05-27 07:30:59,1,5.50,3.56,1.000000,0.00000000,5.50000000,1.94000000,0.352727272727
739,881,Books,12565,2025-01-31 09:23:06,1,45.94,32.26,0.553494,0.00000000,45.94000000,13.68000000,0.297779712669
739,948,Books,12565,2025-01-31 09:23:06,1,27.68,17.94,0.333494,0.00000000,27.68000000,9.74000000,0.351878612717
739,1017,Books,12565,2025-01-31 09:23:06,2,9.38,4.80,0.113012,0.00000000,9.38000000,4.58000000,0.488272921109
740,1055,Toys,10029,2024-05-19 23:04:06,1,35.01,25.74,1.000000,5.25000000,29.76000000,4.02000000,0.135080645161
741,1161,Toys,8647,2022-01-23 08:26:43,1,45.31,23.03,1.000000,0.00000000,45.31000000,22.28000000,0.491723681307
742,36,Electronics,3526,2020-01-03 21:03:37,2,130.96,68.12,0.626993,0.00000000,130.96000000,62.84000000,0.479841172877
742,95,Electronics,3526,2020-01-03 21:03:37,1,77.91,45.31,0.373007,0.00000000,77.91000000,32.60000000,0.418431523553
743,397,Beauty,19494,2024-03-05 00:23:23,1,117.14,84.18,0.336126,17.57268063,99.56731937,15.38731937,0.154541866421
743,634,Sports,19494,2024-03-05 00:23:23,2,184.22,111.60,0.528608,27.63564304,156.58435696,44.98435696,0.287285127540
743,1184,Toys,19494,2024-03-05 00:23:23,1,47.14,35.19,0.135265,7.07167633,40.06832367,4.87832367,0.121750131355
744,788,Fashion,4480,2021-08-04 20:50:39,1,182.58,122.34,0.789740,0.00000000,182.58000000,60.24000000,0.329937561617
744,907,Books,4480,2021-08-04 20:50:39,1,48.61,36.75,0.210260,0.00000000,48.61000000,11.86000000,0.243982719605
745,540,Sports,10270,2022-09-16 17:39:27,1,83.31,54.48,1.000000,8.33000000,74.98000000,20.50000000,0.273406241664
746,776,Fashion,6405,2021-12-20 18:14:20,4,499.84,294.48,0.807600,0.00000000,499.84000000,205.36000000,0.410851472471
746,907,Books,6405,2021-12-20 18:14:20,1,48.61,36.75,0.078540,0.00000000,48.61000000,11.86000000,0.243982719605
746,990,Books,6405,2021-12-20 18:14:20,1,28.12,15.40,0.045434,0.00000000,28.12000000,12.72000000,0.452347083926
746,1019,Books,6405,2021-12-20 18:14:20,1,42.35,22.14,0.068426,0.00000000,42.35000000,20.21000000,0.477213695396
747,190,Home & Kitchen,16379,2024-03-11 23:13:04,1,36.13,27.01,1.000000,1.81000000,34.32000000,7.31000000,0.212995337995
748,676,Sports,12789,2023-12-05 18:08:02,1,78.93,48.69,1.000000,0.00000000,78.93000000,30.24000000,0.383124287343
749,351,Beauty,3754,2020-06-09 04:24:49,1,110.22,61.46,0.593954,0.00000000,110.22000000,48.76000000,0.442387951370
749,474,Beauty,3754,2020-06-09 04:24:49,1,75.35,51.62,0.406046,0.00000000,75.35000000,23.73000000,0.314930325149
750,677,Sports,2266,2023-06-09 21:15:47,1,72.65,43.06,1.000000,3.63000000,69.02000000,25.96000000,0.376122862938
751,679,Sports,2668,2025-04-21 14:32:51,2,115.24,70.72,0.464827,5.76385931,109.47614069,38.75614069,0.354014495266
751,880,Books,2668,2025-04-21 14:32:51,1,34.02,17.17,0.137222,1.70154889,32.31845111,15.14845111,0.468724539380
751,924,Books,2668,2025-04-21 14:32:51,1,30.84,24.62,0.124395,1.54249758,29.29750242,4.67750242,0.159655330101
751,1081,Toys,2668,2025-04-21 14:32:51,2,67.82,40.24,0.273556,3.39209422,64.42790578,24.18790578,0.375425919672
752,210,Home & Kitchen,5162,2021-06-25 09:59:28,1,156.42,120.28,0.512869,31.28502574,125.13497426,4.85497426,0.038797900337
752,317,Home & Kitchen,5162,2021-06-25 09:59:28,1,148.57,90.34,0.487131,29.71497426,118.85502574,28.51502574,0.239914345754
753,827,Fashion,15729,2021-11-17 16:57:14,1,14.55,9.72,1.000000,2.91000000,11.64000000,1.92000000,0.164948453608
754,24,Electronics,13004,2021-07-22 22:50:15,2,85.72,54.74,0.476169,4.28552383,81.43447617,26.69447617,0.327803129896
754,55,Electronics,13004,2021-07-22 22:50:15,1,75.91,40.28,0.421675,3.79507832,72.11492168,31.83492168,0.441447081108
754,1067,Toys,13004,2021-07-22 22:50:15,1,18.39,11.13,0.102155,0.91939784,17.47060216,6.34060216,0.362929800698
755,405,Beauty,15716,2020-05-10 16:33:06,1,5.63,3.22,1.000000,0.28000000,5.35000000,2.13000000,0.398130841121
756,631,Sports,16381,2020-12-04 04:17:25,1,179.06,116.28,1.000000,35.81000000,143.25000000,26.97000000,0.188272251309
757,775,Fashion,15515,2021-05-01 10:03:15,1,163.74,84.82,1.000000,0.00000000,163.74000000,78.92000000,0.481983632588
758,922,Books,6181,2021-11-19 14:26:42,2,35.66,28.22,1.000000,0.00000000,35.66000000,7.44000000,0.208637128435
759,997,Books,12539,2023-11-16 07:13:38,1,36.81,21.82,0.635751,3.68100000,33.12900000,11.30900000,0.341362552446
759,1099,Toys,12539,2023-11-16 07:13:38,1,21.09,16.29,0.364249,2.10900000,18.98100000,2.69100000,0.141773352300
760,921,Books,7762,2025-04-28 06:48:14,1,18.25,12.66,1.000000,0.00000000,18.25000000,5.59000000,0.306301369863
761,27,Electronics,4598,2020-07-20 10:01:16,2,151.86,96.40,0.956177,30.36817529,121.49182471,25.09182471,0.206530972515
761,1148,Toys,4598,2020-07-20 10:01:16,1,6.96,5.28,0.043823,1.39182471,5.56817529,0.28817529,0.051753990309
762,500,Beauty,17055,2024-11-12 21:01:57,2,110.90,77.96,0.255359,5.54385088,105.35614912,27.39614912,0.260033698544
762,758,Fashion,17055,2024-11-12 21:01:57,1,53.96,27.65,0.124249,2.69744088,51.26255912,23.61255912,0.460619983187
762,768,Fashion,17055,2024-11-12 21:01:57,1,144.47,110.84,0.332658,7.22200304,137.24799696,26.40799696,0.192410800485
762,776,Fashion,17055,2024-11-12 21:01:57,1,124.96,73.62,0.287734,6.24670520,118.71329480,45.09329480,0.379850419247
763,933,Books,15252,2023-01-22 17:07:12,1,14.22,7.85,0.239757,0.00000000,14.22000000,6.37000000,0.447960618847
763,1156,Toys,15252,2023-01-22 17:07:12,1,45.09,25.94,0.760243,0.00000000,45.09000000,19.15000000,0.424706143269
764,36,Electronics,18612,2024-07-10 20:37:04,1,65.48,34.06,0.381674,9.82047330,55.65952670,21.59952670,0.388065224062
764,296,Home & Kitchen,18612,2024-07-10 20:37:04,1,106.08,55.18,0.618326,15.90952670,90.17047330,34.99047330,0.388048016379
765,357,Beauty,3773,2020-07-04 05:49:35,1,76.60,40.09,0.660231,3.82933977,72.77066023,32.68066023,0.449091160183
765,763,Fashion,3773,2020-07-04 05:49:35,1,39.42,24.95,0.339769,1.97066023,37.44933977,12.49933977,0.333766625707
766,1066,Toys,9897,2025-01-11 17:28:32,1,34.84,20.90,0.244938,3.48302025,31.35697975,10.45697975,0.333481726664
766,1133,Toys,9897,2025-01-11 17:28:32,4,107.40,85.08,0.755062,10.73697975,96.66302025,11.58302025,0.119828867545
767,900,Books,12468,2023-06-10 22:31:42,1,4.78,3.11,0.066900,0.71716725,4.06283275,0.95283275,0.234524236815
767,955,Books,12468,2023-06-10 22:31:42,1,30.27,15.71,0.423653,4.54155913,25.72844087,10.01844087,0.389391682171
767,983,Books,12468,2023-06-10 22:31:42,1,36.40,26.96,0.509447,5.46127362,30.93872638,3.97872638,0.128600199347
768,739,Fashion,13912,2022-12-29 02:39:48,1,155.10,116.22,0.490264,0.00000000,155.10000000,38.88000000,0.250676982592
768,766,Fashion,13912,2022-12-29 02:39:48,1,125.26,93.95,0.395941,0.00000000,125.26000000,31.31000000,0.249960083027
768,824,Fashion,13912,2022-12-29 02:39:48,1,36.00,25.25,0.113794,0.00000000,36.00000000,10.75000000,0.298611111111
769,24,Electronics,3417,2025-10-14 11:03:35,1,42.86,27.37,1.000000,0.00000000,42.86000000,15.49000000,0.361409239384
770,824,Fashion,11613,2020-05-25 05:20:57,1,36.00,25.25,1.000000,1.80000000,34.20000000,8.95000000,0.261695906433
771,354,Beauty,16718,2021-01-22 11:51:29,1,58.99,44.36,1.000000,8.85000000,50.14000000,5.78000000,0.115277223773
772,454,Beauty,2609,2024-12-13 01:21:32,1,104.23,52.32,0.082292,0.00000000,104.23000000,51.91000000,0.498033195817
772,532,Sports,2609,2024-12-13 01:21:32,1,16.04,8.19,0.012664,0.00000000,16.04000000,7.85000000,0.489401496259
772,557,Sports,2609,2024-12-13 01:21:32,4,403.52,311.08,0.318588,0.00000000,403.52000000,92.44000000,0.229084060270
772,654,Sports,2609,2024-12-13 01:21:32,3,742.80,592.08,0.586457,0.00000000,742.80000000,150.72000000,0.202907915994
773,881,Books,13050,2024-10-21 18:40:01,1,45.94,32.26,0.418740,0.00000000,45.94000000,13.68000000,0.297779712669
773,886,Books,13050,2024-10-21 18:40:01,1,17.03,13.59,0.155227,0.00000000,17.03000000,3.44000000,0.201996476806
773,894,Books,13050,2024-10-21 18:40:01,4,16.60,8.84,0.151308,0.00000000,16.60000000,7.76000000,0.467469879518
773,903,Books,13050,2024-10-21 18:40:01,1,8.66,5.60,0.078935,0.00000000,8.66000000,3.06000000,0.353348729792
773,957,Books,13050,2024-10-21 18:40:01,1,21.48,13.41,0.195789,0.00000000,21.48000000,8.07000000,0.375698324022
774,796,Fashion,415,2020-03-31 11:12:23,1,10.91,7.40,1.000000,0.55000000,10.36000000,2.96000000,0.285714285714
775,709,Fashion,9298,2024-12-16 18:46:00,1,30.12,23.31,1.000000,3.01000000,27.11000000,3.80000000,0.140169679085
776,279,Home & Kitchen,10770,2025-01-09 07:38:46,4,763.40,563.12,1.000000,152.68000000,610.72000000,47.60000000,0.077940791197
777,265,Home & Kitchen,11311,2020-01-07 04:33:43,1,34.33,21.24,1.000000,3.43000000,30.90000000,9.66000000,0.312621359223
778,602,Sports,6824,2022-11-20 21:37:12,1,66.63,46.69,0.475487,13.32790195,53.30209805,6.61209805,0.124049489455
778,851,Fashion,6824,2022-11-20 21:37:12,1,73.50,39.76,0.524513,14.70209805,58.79790195,19.03790195,0.323785395713
779,186,Home & Kitchen,8518,2020-03-21 18:35:33,1,180.28,138.58,0.461428,36.05600000,144.22400000,5.64400000,0.039133570002
779,746,Fashion,8518,2020-03-21 18:35:33,1,145.69,115.69,0.372895,29.13800000,116.55200000,0.86200000,0.007395840483
779,1091,Toys,8518,2020-03-21 18:35:33,1,64.73,39.11,0.165677,12.94600000,51.78400000,12.67400000,0.244747412328
780,173,Home & Kitchen,7020,2022-03-16 04:54:31,2,56.08,36.46,1.000000,0.00000000,56.08000000,19.62000000,0.349857346648
781,792,Fashion,11535,2025-07-02 15:43:43,1,27.60,20.67,0.384027,2.76115208,24.83884792,4.16884792,0.167835800333
