"customer_id","recency_days","frequency","total_monetary"
17330,13,3,392.56
16939,182,4,392.44
14144,1537,1,392.42
11955,2015,2,392.41
8995,746,2,392.26
5644,370,2,392.2
6927,454,2,392.17
14248,1352,2,392.15
15713,909,3,392.08
9375,361,4,392.02
8790,1355,3,391.96
18739,1670,1,391.93
6994,738,2,391.91
10899,816,2,391.91
2646,735,1,391.83
15081,1619,2,391.78
19615,294,3,391.74
4195,830,2,391.67
9742,1427,2,391.64
2760,879,2,391.63
18049,241,4,391.62
12555,701,2,391.56
3939,677,2,391.55
9987,670,2,391.51
12242,561,3,391.43
1717,440,5,391.38
4973,1630,2,391.38
11154,727,1,391.33
7621,167,2,391.17
14493,828,1,391.14
11832,364,1,390.97
16480,404,2,390.97
1686,705,3,390.96
10268,12,3,390.92
3608,640,2,390.73
19412,1573,1,390.67
18558,436,2,390.61
13897,1832,1,390.53
419,1051,3,390.34
15239,78,4,390.29
18154,27,3,390.27
4156,585,3,390.24
13391,1105,3,390.2
3388,946,1,390.14
8477,702,2,390.12
3854,152,2,390.07
13031,378,3,390.07
17604,357,2,390.03
5685,879,2,389.94
17973,511,2,389.93
13205,380,3,389.85
10362,375,4,389.65
3714,213,4,389.65
1554,774,2,389.59
17053,1189,1,389.55
15518,121,3,389.54
744,813,2,389.44
3427,415,3,389.3
7855,523,3,389.24
10778,862,3,389.2
9556,141,4,389.19
7764,103,3,389.11
14109,770,1,389.07
15170,861,3,388.94
9859,67,2,388.91
10641,21,3,388.91
19248,288,1,388.79
3282,276,2,388.74
3040,1825,1,388.62
1884,722,3,388.5
16589,1140,2,388.46
15804,1678,3,388.41
5226,477,2,388.36
10119,1046,3,388.32
11035,944,1,388.31
15416,347,3,388.31
17789,305,3,388.31
5712,1,3,388.23
1478,630,2,388.22
17480,1946,2,388.19
13825,167,3,388.16
9353,1132,1,388.13
18784,966,2,388.08
15269,164,3,388.01
16171,167,3,387.92
900,818,2,387.84
16981,1401,2,387.83
264,352,4,387.76
1005,234,3,387.76
10427,612,2,387.76
19388,1343,3,387.7
19075,1127,2,387.7
4044,102,2,387.69
1590,684,2,387.64
13547,183,3,387.59
2787,229,3,387.43
14062,760,2,387.39
5039,462,2,387.33
15922,110,3,387.2
7133,722,2,387.12
3131,806,3,387.07
2134,765,3,386.99
16891,487,4,386.99
15862,1443,2,386.93
18071,418,2,386.91
9076,792,4,386.87
2581,1409,2,386.78
4868,295,1,386.74
5153,692,5,386.53
2538,14,4,386.51
5614,20,1,386.49
7389,509,2,386.48
13370,365,3,386.42
2602,348,2,386.39
19924,474,2,386.35
1851,5,3,386.33
9660,1131,2,386.3
3239,46,2,386.27
5561,328,3,386.26
4339,456,1,386.25
13051,237,3,386.2
12373,82,4,386.06
11829,582,2,386.04
9899,387,3,385.99
9093,1145,2,385.96
11464,331,2,385.93
3468,1006,1,385.92
1033,1026,2,385.91
3974,449,2,385.89
13593,957,4,385.85
19229,456,3,385.82
3266,701,4,385.76
3875,763,2,385.73
7025,721,2,385.71
8434,386,2,385.7
4568,1043,2,385.64
1720,128,4,385.62
15410,528,5,385.61
12051,775,2,385.6
2686,458,3,385.55
9359,43,3,385.39
5814,6,2,385.23
1656,357,2,385.23
1433,671,6,385.2
17406,218,3,385.07
8649,1622,2,385.05
7202,850,4,385.04
496,355,3,384.93
6608,1495,2,384.91
16532,339,2,384.9
10765,38,2,384.77
15019,597,5,384.74
595,179,5,384.6
6508,954,2,384.56
657,833,2,384.46
14411,775,1,384.44
1223,1157,3,384.35
5074,1033,5,384.32
3212,584,2,384.29
6377,84,5,384.19
14592,858,2,384.18
7905,257,3,384.16
16242,97,1,384.12
12700,2045,1,383.96
5135,1343,2,383.95
2990,87,2,383.86
15903,299,2,383.8
12300,287,5,383.78
18121,53,2,383.72
17908,556,3,383.64
4572,517,2,383.63
5792,1957,1,383.53
2090,61,5,383.49
2621,465,3,383.45
18512,858,2,383.38
17647,1409,3,383.35
11997,360,3,383.28
12135,136,5,383.28
3210,380,4,383.27
19071,587,4,383.15
6073,835,1,383.01
14110,710,4,382.94
1906,2012,1,382.84
12587,2032,2,382.69
6884,1050,2,382.69
15947,2015,2,382.68
9879,1367,3,382.66
6612,734,3,382.56
8284,235,4,382.52
10739,410,3,382.46
19346,548,6,382.42
5304,16,4,382.41
5988,1440,1,382.34
15512,343,2,382.32
19777,474,3,382.29
9589,798,5,382.23
2966,473,2,382.19
9833,607,2,382.15
6915,1452,2,382.11
864,985,2,382.11
18428,428,2,382.02
2198,303,3,381.98
9949,497,3,381.98
17879,295,2,381.94
2347,428,3,381.88
4993,1722,3,381.85
16978,125,2,381.78
12994,682,1,381.78
18223,58,3,381.76
15046,347,3,381.71
4202,203,2,381.61
13993,1178,2,381.53
8130,68,4,381.5
9841,335,2,381.46
11507,33,2,381.42
9969,1194,2,381.38
6941,1685,1,381.34
6327,1529,3,381.3
19865,194,4,381.25
5762,497,5,381.23
11181,226,2,381.19
39,999,3,381.13
12884,872,3,381.0
18132,721,2,380.98
17637,1268,3,380.83
19916,126,2,380.81
14133,605,3,380.71
6605,427,1,380.7
5439,35,3,380.62
9371,163,3,380.62
777,80,2,380.62
7471,119,3,380.46
459,139,5,380.44
6334,350,3,380.41
16737,220,2,380.4
18023,829,3,380.37
477,521,5,380.32
9177,366,2,380.25
5967,92,2,380.11
14041,174,3,380.1
13678,607,4,379.94
1143,474,2,379.86
590,57,4,379.84
3343,1661,2,379.84
1924,653,1,379.78
1747,169,4,379.72
12028,662,3,379.6
4637,235,3,379.56
8831,494,2,379.54
305,413,4,379.52
5016,519,1,379.51
7538,247,4,379.46
163,93,2,379.42
12855,1068,2,379.38
5526,1978,2,379.17
17574,626,2,379.14
4119,106,3,379.13
189,762,2,379.1
18665,119,3,379.05
12544,1339,1,379.02
19714,372,2,378.75
10170,893,3,378.72
495,33,5,378.7
10592,947,2,378.64
18985,1278,2,378.56
5144,1750,1,378.55
3652,116,3,378.53
19926,50,4,378.53
1875,29,1,378.48
13785,1228,1,378.44
14675,309,3,378.36
2256,840,3,378.34
4648,305,3,378.34
19064,576,3,378.32
7051,1160,3,378.31
15374,289,4,378.12
500,94,3,377.91
8994,688,2,377.71
7508,171,3,377.7
14934,427,2,377.68
15980,226,1,377.68
9196,139,3,377.64
4859,529,2,377.62
14891,251,4,377.51
9056,42,3,377.49
5798,37,2,377.47
12977,1060,2,377.4
10662,250,4,377.39
5641,146,2,377.38
2693,564,3,377.29
7506,143,3,377.27
9747,480,3,377.04
11227,460,1,377.01
4975,991,3,376.9
16755,1635,1,376.88
66,1063,2,376.79
15665,45,1,376.75
16951,786,3,376.58
10909,194,1,376.51
14291,1464,2,376.51
6211,302,3,376.42
4820,873,3,376.41
5969,526,5,376.28
2266,202,4,376.27
8663,359,3,376.26
7330,129,2,376.25
5756,576,1,376.12
19095,1060,1,376.12
18063,143,3,376.1
11497,961,1,376.01
10178,787,2,375.96
13462,317,3,375.94
13794,1337,1,375.89
3314,920,2,375.78
17524,492,3,375.69
13614,336,2,375.66
19663,754,4,375.52
17753,283,2,375.39
16168,324,3,375.37
10819,620,2,375.37
15664,221,4,375.28
14811,434,6,375.24
12489,207,4,375.1
18430,993,2,375.07
270,27,2,374.85
3276,281,3,374.76
17269,633,2,374.74
18304,463,2,374.68
9208,908,3,374.66
17856,1079,2,374.45
12883,446,2,374.44
13436,1453,1,374.44
6699,211,2,374.41
9232,1346,3,374.39
7498,58,5,374.38
19637,1999,1,374.38
817,850,2,374.22
11604,1087,2,374.2
10656,277,4,374.03
12561,193,4,373.92
8750,114,4,373.9
5257,874,2,373.83
13365,81,1,373.81
9126,689,3,373.38
14965,446,3,373.14
13397,204,2,373.1
4449,137,2,372.93
18212,488,3,372.87
11372,1067,2,372.83
19435,617,3,372.82
19433,387,3,372.72
17043,184,2,372.65
19462,326,1,372.61
6641,124,4,372.59
6185,249,3,372.47
4158,208,4,372.38
286,613,1,372.36
4627,1097,1,372.14
6586,37,3,372.13
9913,875,2,371.96
19379,1000,4,371.93
19303,938,1,371.91
11029,136,3,371.81
10469,356,2,371.65
8372,229,3,371.64
6657,693,2,371.61
18395,1442,2,371.6
16353,1903,1,371.59
19495,304,3,371.58
19109,1689,2,371.39
11675,812,1,371.39
10153,59,3,371.37
10878,33,5,371.36
17449,660,3,371.32
2085,83,4,371.22
10132,1396,1,371.19
7392,355,3,371.16
3611,126,3,371.16
3604,247,2,371.08
16142,315,4,371.06
6087,505,3,371.04
11389,143,3,371.03
19164,674,4,371.0
16751,1881,2,370.97
3499,125,3,370.86
12007,594,4,370.8
15840,486,5,370.77
15572,484,3,370.71
19789,1553,3,370.51
5274,497,2,370.4
11736,858,2,370.22
15830,66,2,370.18
15974,1083,2,370.03
19721,925,2,369.95
6112,475,2,369.8
16434,592,3,369.61
6854,10,3,369.52
17089,972,2,369.51
2685,988,3,369.44
10796,153,2,369.36
5830,229,2,369.33
19715,325,3,369.3
19614,422,2,369.24
7131,599,2,369.23
9391,42,4,369.19
15943,487,3,369.18
10950,1169,1,369.17
19244,428,2,369.08
5745,263,3,368.99
19913,347,2,368.98
3018,255,2,368.9
10988,17,3,368.84
11490,261,2,368.71
18662,334,3,368.64
10301,1648,1,368.59
6651,445,3,368.56
16466,1870,2,368.44
6755,227,3,368.41
13676,180,3,368.36
481,682,3,368.36
1449,189,3,368.11
11620,342,2,368.11
17925,1435,2,368.1
16384,309,3,367.97
13301,55,3,367.92
8985,1350,2,367.66
1401,72,3,367.65
2815,349,2,367.63
2108,6,3,367.61
15177,1154,3,367.6
18085,767,4,367.59
10481,492,2,367.59
4318,324,4,367.58
16313,854,3,367.49
12903,1015,3,367.41
9320,473,1,367.19
11281,124,2,367.15
9710,206,2,367.13
18128,511,1,367.12
6126,434,2,367.11
3943,924,3,367.1
15548,647,3,367.09
15564,1345,1,367.05
5549,42,2,367.04
17690,488,3,367.01
3039,24,2,367.0
4209,670,2,366.89
10443,2032,1,366.82
11249,279,2,366.81
18365,47,2,366.76
9560,398,2,366.75
6548,1540,2,366.67
19630,308,3,366.52
4024,39,3,366.44
1209,299,3,366.36
8081,607,2,366.36
11856,1328,3,366.28
14141,246,3,366.2
2197,380,1,366.01
5791,1282,1,365.98
10508,74,3,365.85
4752,8,2,365.84
5052,611,1,365.75
14456,953,3,365.74
15899,1031,2,365.72
4027,444,2,365.51
14265,301,3,365.49
16685,460,2,365.48
1933,95,4,365.47
13377,428,2,365.46
315,413,4,365.33
1883,812,3,365.27
10390,711,2,365.09
12820,148,4,365.06
8922,1025,3,365.02
11889,903,4,365.0
9826,1529,1,364.96
8281,72,2,364.92
5574,505,3,364.88
9863,230,2,364.88
6844,566,2,364.79
2951,1152,1,364.76
15824,584,3,364.63
651,61,2,364.51
10333,567,4,364.51
8988,1014,1,364.48
13666,1284,2,364.36
17826,1325,3,364.25
14598,829,2,364.22
11073,1029,3,364.17
2437,489,4,363.92
16029,868,3,363.78
19949,172,3,363.68
12631,495,4,363.62
12346,721,1,363.6
6419,37,3,363.51
17548,1756,1,363.5
17910,615,5,363.44
18631,436,3,363.33
2480,767,3,363.28
10810,621,2,363.28
12234,320,2,363.28
18118,1607,2,363.27
5995,910,3,363.26
14550,1276,2,363.19
13523,47,3,363.18
7594,462,3,363.02
3463,681,5,362.99
10351,9,2,362.92
861,330,1,362.74
11600,136,3,362.71
8615,406,4,362.51
2706,774,3,362.48
6296,92,2,362.46
11471,909,2,362.42
8254,140,2,362.36
78,218,2,362.26
11586,18,6,362.22
3299,413,3,362.21
9445,1667,2,362.11
8342,857,2,362.07
8850,134,2,362.06
1062,1030,2,362.01
3429,75,3,361.95
2870,524,3,361.8
17298,220,3,361.79
6302,1332,2,361.73
6299,568,3,361.71
157,2087,1,361.62
665,1198,1,361.61
8133,84,7,361.59
7733,207,3,361.53
16430,259,3,361.53
17338,89,2,361.51
17857,458,3,361.47
4654,1787,1,361.44
6636,2043,2,361.41
9317,508,2,361.33
12675,226,1,361.33
16486,628,2,361.32
11285,234,2,361.07
5412,1953,2,361.06
4307,1358,2,361.03
8263,158,2,360.97
10167,203,1,360.91
11041,69,1,360.84
14552,1089,2,360.84
18616,1191,2,360.73
772,331,4,360.71
16054,1266,2,360.69
4185,973,3,360.6
2804,1574,2,360.52
2711,74,3,360.51
3735,288,4,360.49
19880,521,2,360.46
13784,49,3,360.38
1999,1054,2,360.3
13998,141,3,360.09
105,2110,1,360.03
17058,784,3,359.95
17263,298,2,359.8
4376,194,3,359.68
5420,225,4,359.56
4553,1573,2,359.55
13360,935,3,359.45
6504,559,4,359.35
1685,734,2,359.03
4020,1726,1,359.0
11411,1281,3,359.0
3005,199,2,358.74
12836,40,4,358.72
4653,301,2,358.67
1716,221,2,358.66
12931,614,1,358.54
9439,568,3,358.52
18639,1517,4,358.48
15596,658,2,358.31
7777,278,5,358.29
14498,774,2,358.28
17033,540,2,358.27
16133,860,1,358.25
8863,242,3,358.25
18732,707,2,358.18
5284,697,2,358.17
16102,88,3,358.08
12715,270,4,358.05
2864,1131,1,357.74
14861,1034,2,357.61
19551,1208,3,357.48
7042,1068,3,357.45
17271,796,1,357.43
8251,830,4,357.28
5894,729,2,357.27
4340,993,1,357.26
18890,873,2,357.24
15666,290,2,357.17
4045,2008,1,357.04
19824,1447,2,356.95
14244,480,2,356.94
14002,2113,1,356.92
5334,77,2,356.92
18642,74,3,356.91
14956,196,3,356.79
565,1008,2,356.78
12053,124,2,356.75
18235,1813,1,356.63
2889,984,3,356.25
7399,666,2,356.2
55,718,2,356.19
14975,1216,1,356.16
2430,317,2,355.95
9348,457,4,355.89
14407,872,3,355.87
11805,452,4,355.78
2203,188,3,355.63
5097,181,5,355.61
11139,255,2,355.56
13466,1454,2,355.54
5836,41,4,355.51
92,62,4,355.46
16721,1580,3,355.43
12239,426,5,355.35
3634,772,2,355.28
14764,934,3,355.19
15762,426,2,354.99
7281,45,2,354.97
1850,1618,1,354.96
13030,1143,2,354.95
14785,330,4,354.93
5021,1657,1,354.92
11401,638,4,354.72
13886,83,3,354.5
2820,1373,2,354.5
12443,683,3,354.42
2172,454,3,354.37
12927,293,1,354.28
7365,1477,1,354.26
18002,397,3,354.23
4022,607,3,354.18
10329,305,3,354.14
15341,936,2,354.05
8946,149,3,354.05
15248,1734,2,354.04
11697,942,2,354.01
2929,90,3,353.88
11537,237,4,353.83
18440,1320,2,353.74
12748,730,2,353.71
15934,923,2,353.68
8146,481,2,353.56
9991,1138,2,353.51
11107,661,4,353.51
18039,274,1,353.46
6936,897,2,353.43
13611,115,1,353.41
13746,1769,1,353.34
6104,317,3,353.29
13766,350,2,353.26
8576,24,3,353.24
3037,281,3,353.23
17223,708,4,353.1
4977,576,2,353.0
18352,898,2,352.91
11256,68,2,352.63
6355,115,3,352.47
15944,1018,4,352.46
488,964,3,352.45
9619,1408,2,352.38
5523,463,3,352.29
17140,354,1,352.25
17070,1177,3,352.22
6556,909,4,352.19
5643,700,2,352.18
10203,110,3,352.16
17022,68,4,352.14
17865,114,2,352.11
9601,848,3,352.02
12045,415,3,351.92
19362,1024,5,351.9
11556,118,1,351.81
8680,1003,3,351.71
2067,1459,2,351.64
19931,837,2,351.63
81,481,5,351.61
11124,1435,1,351.54
552,1622,3,351.49
7809,819,1,351.49
18016,1054,2,351.37
15072,1518,2,351.34
9649,1684,2,351.34
4043,741,4,351.34
1222,806,2,351.24
12150,365,3,351.24
15255,1655,1,351.18
17054,811,2,351.05
13948,1511,1,351.03
16698,425,3,351.02
5206,88,3,351.01
790,388,4,350.96
13833,836,3,350.92
11824,1000,2,350.91
12191,959,2,350.7
907,867,4,350.69
4939,555,3,350.67
3680,554,3,350.63
10262,375,4,350.63
4614,1953,2,350.6
4391,619,1,350.49
19696,1461,3,350.49
9336,323,1,350.47
18782,470,2,350.42
3512,4,3,350.34
16846,271,2,350.1
540,1486,2,350.04
18169,1634,2,350.03
4535,758,4,350.01
2855,1351,3,349.98
14554,1543,2,349.96
2955,1661,1,349.92
18714,229,2,349.86
18666,540,5,349.79
2784,244,3,349.67
2909,1171,2,349.49
12520,1507,3,349.49
8415,541,2,349.48
322,150,4,349.38
2329,1030,3,349.06
3869,1635,1,349.04
10249,265,2,348.99
1620,1209,2,348.9
4285,727,2,348.72
5710,80,5,348.71
457,299,4,348.7
11070,1053,2,348.7
2061,666,2,348.67
13187,1943,1,348.45
5375,723,1,348.45
7432,1117,2,348.39
1852,596,2,348.38
2077,360,3,348.31
10477,206,4,348.31
17212,1327,1,348.21
9941,79,3,348.05
3816,626,2,348.01
8688,367,4,347.96
599,718,2,347.94
9670,194,3,347.93
8655,999,2,347.89
1503,449,4,347.89
16805,68,3,347.89
6573,343,3,347.81
13440,455,2,347.71
9151,172,4,347.66
5733,340,3,347.64
14292,1403,1,347.63
12060,392,2,347.6
8418,217,3,347.53
2649,389,3,347.51
14298,1241,3,347.31
8882,719,1,347.22
3395,504,3,347.18
16538,237,2,347.15
17702,938,1,347.1
1667,211,2,347.1
5446,1363,1,347.06
13575,383,3,347.02
15429,459,4,347.0
3962,121,3,346.94
7215,1916,1,346.87
1623,235,2,346.83
16498,583,4,346.8
14664,101,2,346.77
5664,769,3,346.61
5746,65,4,346.58
76,1094,3,346.56
12366,571,1,346.5
19232,635,4,346.49
8329,1279,3,346.48
14555,142,2,346.47
1970,1474,2,346.46
15911,180,3,346.44
2193,357,2,346.42
19921,1092,3,346.31
8722,261,1,346.25
19866,172,3,346.2
4122,666,2,346.2
7650,1018,2,346.16
19209,1630,2,346.0
17745,983,3,345.78
14134,1325,1,345.74
14425,874,2,345.74
9243,1017,3,345.74
18569,420,3,345.72
3751,494,2,345.72
5820,776,2,345.69
16318,592,3,345.66
19616,163,3,345.62
13334,633,2,345.58
16672,837,2,345.57
3868,509,4,345.53
10604,262,1,345.5
6418,114,2,345.46
2456,531,2,345.3
9602,959,2,345.13
10953,408,3,345.08
15896,1552,1,345.03
11612,192,1,345.0
17561,795,5,344.95
19851,1206,1,344.94
3870,126,3,344.92
6160,307,3,344.8
6572,512,2,344.22
13838,750,2,344.16
4064,1492,2,344.15
18677,152,3,344.12
13755,26,4,343.7
18827,19,5,343.64
13911,112,3,343.56
11512,368,5,343.49
7666,875,2,343.49
18270,1239,2,343.36
16547,246,3,343.34
14572,1358,3,343.26
775,893,4,343.13
16278,1078,3,343.08
6145,331,2,343.07
15511,83,4,343.06
15340,1170,2,343.04
18637,1403,1,343.0
4485,798,2,342.98
8237,981,1,342.82
4150,482,3,342.79
1253,1373,3,342.78
14032,182,1,342.73
16682,342,2,342.71
17788,526,3,342.71
14192,103,3,342.69
9804,94,2,342.62
15528,916,1,342.6
8583,927,3,342.45
654,541,3,342.41
5111,462,4,342.27
10049,309,3,342.26
354,646,4,342.24
5072,1492,2,342.19
17717,1074,2,342.15
4200,178,2,342.14
3403,1652,1,342.04
1811,655,4,342.03
14778,177,1,341.96
6071,1932,1,341.93
8801,364,3,341.85
824,411,2,341.67
8900,1853,1,341.66
1668,294,3,341.47
12937,239,2,341.45
15953,1105,2,341.39
6606,425,3,341.38
17050,33,3,341.31
11816,628,2,341.16
6839,155,4,341.12
842,255,3,341.11
1500,426,2,341.11
3568,238,3,341.11
19277,565,4,340.96
880,631,4,340.8
10987,690,4,340.69
13901,92,3,340.64
19037,391,1,340.64
14484,69,2,340.63
2828,1323,1,340.52
6434,64,3,340.48
10496,474,5,340.42
11485,182,1,340.34
707,470,3,340.33
3745,114,3,340.32
11699,981,3,340.31
13657,102,2,340.25
6167,1742,2,340.24
14913,651,2,340.16
2499,949,3,340.12
3067,403,3,340.03
13887,278,3,340.01
9800,583,1,339.97
10717,613,2,339.86
12291,612,3,339.85
8321,1441,2,339.7
2552,84,3,339.6
7945,1027,3,339.43
10239,1021,2,339.38
5775,57,3,339.28
6857,109,2,339.26
9897,293,2,339.23
9079,1837,2,339.21
17432,1346,1,339.17
14225,285,1,339.16
12338,384,2,339.13
19903,381,2,339.02
14023,169,2,339.0
9138,1931,2,338.95
17226,1633,2,338.91
11290,149,3,338.9
14123,283,3,338.86
15080,791,3,338.86
484,1048,2,338.82
7378,479,3,338.82
13196,72,2,338.8
3126,653,3,338.8
5006,1171,2,338.75
10215,272,3,338.64
11312,70,4,338.62
18083,207,4,338.59
12767,217,3,338.54
4132,602,2,338.52
1440,1035,2,338.48
7121,959,2,338.47
19093,237,3,338.26
13585,275,3,338.18
11963,908,2,338.08
485,320,4,338.01
14849,441,6,337.96
13848,1047,3,337.94
4704,1395,2,337.8
1368,1640,1,337.79
16899,782,3,337.77
4124,541,3,337.75
15736,847,1,337.71
4974,331,3,337.68
9062,829,2,337.62
3736,339,3,337.59
1793,1591,1,337.53
1488,1248,2,337.52
615,1001,2,337.49
19747,1352,2,337.49
16314,563,3,337.47
8078,554,2,337.41
4236,1715,2,337.39
14815,481,1,337.38
635,48,2,337.37
16023,297,4,337.36
14380,130,2,337.3
3502,407,2,337.28
1567,1052,2,336.94
6506,1971,1,336.89
7872,930,3,336.66
9713,481,4,336.66
10059,1479,1,336.54
9590,119,3,336.5
14377,482,2,336.49
15095,698,3,336.49
2936,128,1,336.36
15889,224,3,336.35
17918,1221,2,336.32
5405,96,3,336.28
16423,730,2,336.24
19595,1412,2,336.2
14431,192,3,336.15
17888,166,1,336.12
8071,965,3,336.12
8619,1117,3,336.11
11374,10,3,336.04
14491,1972,1,335.98
11043,798,4,335.97
14366,904,3,335.95
3799,466,3,335.94
19749,73,3,335.84
19104,490,2,335.81
8780,787,2,335.78
11019,444,2,335.74
17308,451,3,335.68
4659,160,5,335.51
9965,994,2,335.44
9972,99,2,335.41
13857,2102,1,335.4
207,1739,2,335.36
15854,906,2,335.33
9136,1703,1,335.11
4133,725,3,335.05
15244,114,2,335.02
5571,146,4,335.0
10411,1171,3,334.98
14466,994,2,334.96
3008,1845,2,334.92
1841,447,2,334.81
10794,1225,4,334.8
9344,715,3,334.8
12324,624,3,334.62
9809,1871,1,334.54
18990,203,1,334.46
8295,199,3,334.44
5801,536,3,334.4
16790,947,1,334.36
5093,933,2,334.32
11744,204,2,334.29
9791,819,2,334.26
18768,210,2,334.13
8457,94,2,334.05
17478,23,3,333.96
15448,1054,2,333.87
997,402,2,333.87
1576,970,2,333.8
18841,770,2,333.8
15673,77,4,333.69
19142,576,2,333.69
10544,103,3,333.69
1272,1722,1,333.63
7819,489,3,333.6
14036,427,1,333.56
13903,1043,1,333.53
598,473,3,333.53
3234,1030,5,333.51
16613,90,2,333.47
15574,560,2,333.44
8283,815,2,333.44
18603,551,1,333.41
9023,1298,1,333.33
2938,1593,2,333.21
17509,177,4,333.03
1635,1128,3,333.01
12512,31,2,332.98
5821,605,1,332.91
9724,151,3,332.88
14114,223,1,332.83
11749,27,4,332.72
12014,1614,2,332.72
11390,1945,2,332.6
9933,193,3,332.6
15836,180,4,332.55
3526,543,2,332.44
14105,490,4,332.44
19655,1412,2,332.36
8630,1381,2,332.36
19854,579,3,332.33
14883,961,4,332.31
14650,412,3,331.96
13297,1292,2,331.86
12808,122,2,331.85
218,360,2,331.85
5485,343,2,331.8
17606,35,3,331.71
11123,1757,1,331.68
18338,614,1,331.65
3605,121,3,331.57
2851,103,2,331.56
15189,1653,1,331.45
3859,826,1,331.36
16865,1014,1,331.35
19365,1833,2,331.34
11924,264,3,331.29
9242,625,3,331.16
10982,1024,1,331.0
5022,363,1,330.98
2930,788,2,330.92
10356,170,2,330.84
5065,908,2,330.78
14111,255,2,330.68
15536,116,5,330.67
16453,290,3,330.63
11950,70,3,330.6
11392,362,2,330.58
19920,459,3,330.56
5761,663,3,330.48
16080,1213,2,330.43
19332,244,2,330.36
14937,282,1,330.28
12073,766,2,330.26
17348,258,3,330.03
11648,286,3,329.94
14533,1279,2,329.92
15151,1993,1,329.88
3368,742,4,329.81
9732,1847,2,329.81
1996,413,3,329.8
797,631,1,329.67
5254,657,3,329.66
18651,9,2,329.65
17015,191,3,329.62
16266,201,3,329.6
4062,1071,2,329.57
12243,419,3,329.52
426,17,2,329.49
17651,516,4,329.4
17686,547,1,329.37
1022,620,2,329.33
3333,478,2,329.31
1935,214,4,329.23
9663,1005,2,329.2
3384,195,3,329.18
2009,262,3,329.09
4666,1525,2,329.08
19013,1161,4,329.07
11020,67,3,328.98
9170,1139,2,328.95
8548,523,3,328.88
19814,609,5,328.87
11247,517,2,328.84
2349,1678,1,328.83
19532,199,3,328.81
5263,153,3,328.79
7000,333,4,328.71
9362,783,2,328.71
2485,1091,2,328.65
5966,390,1,328.63
16162,366,2,328.62
18431,1609,3,328.52
3918,158,2,328.49
4322,1507,1,328.47
16440,498,3,328.47
1471,903,2,328.42
3671,565,1,328.4
9252,86,3,328.34
6138,721,3,328.32
19661,112,2,328.32
18500,471,1,328.32
18528,248,3,328.29
5550,221,1,328.13
15292,1363,3,328.09
6127,1435,2,328.05
16842,1840,2,327.96
12451,570,3,327.86
14008,33,5,327.86
7492,1589,2,327.77
10605,274,3,327.74
10992,1722,1,327.73
16084,1190,3,327.73
4663,308,2,327.7
18319,660,2,327.63
17824,905,2,327.56
7193,705,4,327.54
10124,130,3,327.46
4078,1341,2,327.44
16971,605,3,327.43
15440,1337,2,327.39
6193,188,2,327.39
9664,105,3,327.38
19282,275,2,327.36
5587,116,3,327.32
6979,767,2,327.32
19255,1644,1,327.31
3294,385,3,327.28
12923,248,3,327.18
12755,194,3,327.17
6461,193,3,327.13
1603,1554,1,327.09
18135,172,1,326.99
9555,332,1,326.9
12009,594,2,326.87
18731,268,3,326.86
4203,508,3,326.86
2389,1145,1,326.8
8951,1598,2,326.72
5342,1092,2,326.71
17681,1306,1,326.7
5895,753,4,326.67
7757,1601,1,326.56
16734,1450,1,326.47
17240,131,3,326.45
14679,568,3,326.36
10274,250,2,326.3
6168,1292,2,326.3
16883,780,3,326.2
7425,552,3,326.09
5231,447,2,326.08
1932,1543,1,326.02
19008,37,3,325.95
13702,2,2,325.95
8257,1155,2,325.89
3038,377,5,325.85
12022,214,2,325.85
14084,109,2,325.78
11777,1981,1,325.74
4743,435,2,325.7
14852,836,3,325.49
8764,539,2,325.45
8705,464,2,325.37
5002,900,2,325.37
12575,564,3,325.29
12622,1530,2,325.25
11394,503,2,325.16
1942,560,4,325.08
17621,495,2,325.05
4145,8,4,325.04
1677,813,1,325.02
8567,1715,2,324.96
19841,1496,1,324.96
5578,878,2,324.83
18537,935,1,324.83
660,420,3,324.83
17578,1223,1,324.82
13055,1056,3,324.8
14501,573,3,324.62
3355,1835,1,324.6
7028,429,4,324.6
5211,208,1,324.54
11125,1108,2,324.53
18939,63,3,324.44
4471,1168,1,324.41
14535,1520,1,324.4
6570,67,1,324.37
10448,926,5,324.36
8022,742,1,324.31
15169,1116,1,324.31
18165,2042,1,324.24
10057,306,2,324.22
17589,316,2,324.17
13587,1008,2,324.16
12885,960,1,324.0
12505,1153,2,323.98
545,1438,2,323.97
6275,433,3,323.9
8460,1153,4,323.87
18858,802,2,323.85
10484,1654,2,323.83
12965,157,3,323.82
11894,472,2,323.73
562,165,1,323.72
11610,514,2,323.6
2315,52,2,323.59
4621,232,2,323.59
6774,1348,2,323.56
1254,26,2,323.53
6734,1592,2,323.51
2999,1649,2,323.5
18548,609,3,323.49
13229,38,3,323.42
7709,41,2,323.4
19469,102,3,323.36
15478,219,2,323.34
16866,136,3,323.33
9211,473,3,323.29
1178,379,3,323.24
12144,971,2,323.16
9137,27,2,323.11
4430,895,3,323.04
16024,465,4,323.03
18946,1422,1,323.01
2308,286,3,323.01
11974,2080,1,323.0
872,1567,3,322.98
2721,487,3,322.97
10750,395,3,322.9
10397,89,3,322.77
17912,589,3,322.74
6482,158,1,322.68
18902,679,6,322.64
645,884,2,322.6
10325,173,4,322.57
14436,304,3,322.47
4365,441,2,322.45
