customer_id,last_order_time,recency_days,frequency,net_monetary,customer_net_profit,aov,r_score,f_score,m_score,rfm_code,segment
4359,2022-05-05 21:06:09,1275,1,143.25,26.97,143.250000,2,1,2,212,Dormant
4360,2024-10-14 02:32:46,382,2,265.88,108.71,132.940000,4,2,4,424,New / Promising
4362,2024-08-15 05:30:50,442,4,700.42,172.58,175.105000,4,4,5,445,Champions
4363,2024-11-08 10:33:59,357,1,69.47,22.92,69.470000,4,1,1,411,New / Promising
4364,2025-06-28 10:51:57,125,4,423.63,107.23,105.907500,5,4,4,544,Champions
4365,2024-08-16 09:53:42,441,2,295.89,107.76,147.945000,4,2,4,424,New / Promising
4368,2023-01-16 10:30:08,1019,2,96.19,24.70,48.095000,2,2,2,222,Dormant
4369,2024-11-05 08:54:21,360,2,183.66,58.04,91.830000,4,2,3,423,New / Promising
4370,2025-06-22 11:13:48,131,2,230.79,93.26,115.395000,5,2,3,523,New / Promising
4371,2022-01-20 01:13:52,1380,2,39.84,12.97,19.920000,1,2,1,121,Dormant
4372,2024-06-24 22:59:03,494,2,209.57,61.60,104.785000,3,2,3,323,Established / Mid-value
4373,2025-04-21 19:19:20,193,2,188.67,59.12,94.335000,5,2,3,523,New / Promising
4374,2021-11-14 02:58:03,1447,1,277.43,114.98,277.430000,1,1,4,114,High-value at Risk
4376,2025-04-20 15:47:47,194,3,332.03,54.93,110.676667,5,3,4,534,Established / Mid-value
4380,2023-03-05 07:45:41,971,1,23.31,7.49,23.310000,2,1,1,211,Dormant
4381,2021-07-10 07:52:59,1574,2,196.86,44.93,98.430000,1,2,3,123,Dormant
4383,2021-08-22 06:10:58,1531,1,223.66,99.56,223.660000,1,1,3,113,Dormant
4384,2021-12-04 05:49:01,1427,2,193.86,67.38,96.930000,1,2,3,123,Dormant
4385,2022-09-26 17:44:09,1131,1,55.22,5.53,55.220000,2,1,1,211,Dormant
4386,2025-06-16 04:42:05,137,3,625.09,212.27,208.363333,5,3,5,535,Established / Mid-value
4387,2024-01-07 11:02:15,663,1,102.67,30.18,102.670000,3,1,2,312,Established / Mid-value
4388,2024-03-16 09:23:06,594,3,745.43,140.42,248.476667,3,3,5,335,Established / Mid-value
4389,2022-03-08 03:52:42,1333,2,33.01,12.28,16.505000,2,2,1,221,Dormant
4391,2024-02-20 02:52:38,619,1,297.92,53.80,297.920000,3,1,4,314,Established / Mid-value
4393,2021-01-01 12:02:19,1764,1,193.13,76.39,193.130000,1,1,3,113,Dormant
4395,2022-11-25 22:09:42,1071,3,438.69,117.22,146.230000,2,3,5,235,High-value at Risk
4396,2022-02-20 08:47:25,1349,2,283.78,82.52,141.890000,1,2,4,124,High-value at Risk
4397,2020-09-22 19:32:56,1865,1,53.28,20.88,53.280000,1,1,1,111,Dormant
4398,2025-05-25 16:53:50,159,2,75.07,18.74,37.535000,5,2,2,522,New / Promising
4399,2023-01-25 01:45:52,1010,1,865.60,278.01,865.600000,2,1,5,215,High-value at Risk
4400,2021-08-02 13:50:23,1551,1,50.99,20.26,50.990000,1,1,1,111,Dormant
4401,2022-08-06 17:12:54,1182,2,703.53,245.53,351.765000,2,2,5,225,High-value at Risk
4402,2023-09-03 07:39:33,789,1,110.16,41.68,110.160000,3,1,2,312,Established / Mid-value
4403,2025-03-28 08:53:10,217,5,874.53,241.63,174.906000,5,5,5,555,Champions
4404,2020-10-17 15:22:49,1840,1,196.37,39.35,196.370000,1,1,3,113,Dormant
4405,2024-07-24 09:42:47,464,3,612.96,165.04,204.320000,4,3,5,435,Established / Mid-value
4406,2024-07-03 15:57:56,485,3,1639.79,417.60,546.596667,4,3,5,435,Established / Mid-value
4407,2024-01-05 18:45:43,665,2,191.09,28.12,95.545000,3,2,3,323,Established / Mid-value
4408,2024-04-06 18:23:47,573,1,17.91,4.14,17.910000,3,1,1,311,Established / Mid-value
4410,2025-03-23 09:28:30,222,2,178.69,42.39,89.345000,5,2,3,523,New / Promising
4411,2024-01-17 22:27:40,653,3,426.17,124.19,142.056667,3,3,4,334,Established / Mid-value
4412,2022-12-02 06:05:19,1064,2,84.45,32.73,42.225000,2,2,2,222,Dormant
4413,2025-02-03 01:25:38,270,3,975.65,363.03,325.216667,4,3,5,435,Established / Mid-value
4414,2024-12-22 11:11:10,313,3,1506.91,407.16,502.303333,4,3,5,435,Established / Mid-value
4415,2022-11-22 12:41:59,1074,1,64.50,19.94,64.500000,2,1,1,211,Dormant
4417,2024-09-27 04:58:38,399,2,120.03,32.92,60.015000,4,2,2,422,New / Promising
4419,2024-10-24 19:24:03,372,2,125.82,36.78,62.910000,4,2,2,422,New / Promising
4420,2023-07-16 15:52:01,838,2,230.63,82.61,115.315000,3,2,3,323,Established / Mid-value
4421,2023-02-21 22:47:55,983,2,193.63,51.65,96.815000,2,2,3,223,Dormant
4423,2021-06-04 14:28:23,1610,1,103.92,12.26,103.920000,1,1,2,112,Dormant
4424,2025-02-23 15:12:58,250,5,290.78,92.60,58.156000,4,5,4,454,Champions
4425,2022-07-02 23:50:10,1217,2,110.97,52.31,55.485000,2,2,2,222,Dormant
4426,2023-07-05 12:04:18,849,1,26.10,4.18,26.100000,3,1,1,311,Established / Mid-value
4427,2024-06-01 17:49:23,517,2,167.80,43.53,83.900000,3,2,3,323,Established / Mid-value
4428,2023-01-01 17:28:48,1034,2,131.62,38.25,65.810000,2,2,2,222,Dormant
4429,2022-07-16 01:06:32,1203,1,538.80,234.99,538.800000,2,1,5,215,High-value at Risk
4430,2023-05-20 12:25:35,895,3,294.81,72.20,98.270000,2,3,4,234,High-value at Risk
4431,2021-10-15 09:29:28,1477,4,499.31,123.38,124.827500,1,4,5,145,High-value at Risk
4432,2022-07-10 12:46:49,1209,2,617.35,87.69,308.675000,2,2,5,225,High-value at Risk
4434,2023-09-16 03:39:21,776,2,281.70,117.53,140.850000,3,2,4,324,Established / Mid-value
4436,2021-11-23 16:44:37,1438,3,434.93,130.81,144.976667,1,3,5,135,High-value at Risk
4437,2023-03-10 09:50:00,966,2,151.32,55.41,75.660000,2,2,2,222,Dormant
4438,2024-04-30 16:18:21,549,2,419.63,129.41,209.815000,3,2,4,324,Established / Mid-value
4440,2021-04-24 14:14:34,1651,1,56.02,15.56,56.020000,1,1,1,111,Dormant
4441,2023-06-03 08:01:53,881,2,295.10,125.61,147.550000,2,2,4,224,High-value at Risk
4442,2025-09-01 17:24:43,60,2,223.65,62.46,111.825000,5,2,3,523,New / Promising
4443,2024-04-24 20:25:41,555,3,230.84,80.52,76.946667,3,3,3,333,Established / Mid-value
4445,2024-09-01 05:26:51,425,1,71.64,25.00,71.640000,4,1,1,411,New / Promising
4446,2022-10-27 07:49:54,1100,3,370.08,99.03,123.360000,2,3,4,234,High-value at Risk
4447,2024-09-01 14:36:15,425,2,933.29,279.26,466.645000,4,2,5,425,New / Promising
4448,2023-07-27 17:02:47,827,1,737.50,214.88,737.500000,3,1,5,315,Established / Mid-value
4449,2025-06-16 05:54:39,137,2,327.63,57.86,163.815000,5,2,4,524,New / Promising
4450,2024-07-06 17:19:07,482,5,977.79,267.98,195.558000,4,5,5,455,Champions
4451,2025-05-16 18:03:34,168,1,67.97,16.39,67.970000,5,1,1,511,New / Promising
4452,2024-09-08 18:33:21,418,3,622.97,236.21,207.656667,4,3,5,435,Established / Mid-value
4453,2025-08-22 00:10:34,70,2,172.61,34.32,86.305000,5,2,3,523,New / Promising
4454,2025-02-23 19:15:29,250,4,360.64,98.20,90.160000,4,4,4,444,Champions
4455,2023-03-30 04:22:44,946,1,70.77,16.53,70.770000,2,1,1,211,Dormant
4456,2025-04-22 06:45:10,192,1,149.22,33.27,149.220000,5,1,2,512,New / Promising
4457,2024-11-10 21:17:15,355,3,124.43,51.11,41.476667,4,3,2,432,Established / Mid-value
4458,2022-03-23 16:46:18,1318,2,458.26,166.74,229.130000,2,2,5,225,High-value at Risk
4459,2022-08-26 09:36:06,1162,1,83.46,24.00,83.460000,2,1,2,212,Dormant
4460,2023-03-13 20:13:50,963,1,29.29,11.47,29.290000,2,1,1,211,Dormant
4461,2020-08-27 20:39:16,1891,1,75.47,28.39,75.470000,1,1,2,112,Dormant
4462,2022-08-23 10:52:36,1165,1,223.01,88.81,223.010000,2,1,3,213,Dormant
4464,2024-12-21 05:31:07,314,2,175.21,38.81,87.605000,4,2,3,423,New / Promising
4465,2025-05-02 08:01:35,182,1,22.89,7.75,22.890000,5,1,1,511,New / Promising
4466,2023-06-22 01:07:43,862,1,91.63,35.92,91.630000,2,1,2,212,Dormant
4468,2025-02-08 21:48:08,265,2,120.38,39.39,60.190000,4,2,2,422,New / Promising
4471,2022-08-20 01:28:34,1168,1,308.19,111.14,308.190000,2,1,4,214,High-value at Risk
4472,2025-09-17 13:59:35,44,3,761.25,224.81,253.750000,5,3,5,535,Established / Mid-value
4473,2023-06-12 12:10:36,872,1,273.09,121.18,273.090000,2,1,4,214,High-value at Risk
4474,2025-10-27 13:51:14,4,1,7.67,2.27,7.670000,5,1,1,511,New / Promising
4475,2023-11-04 19:12:02,727,2,196.18,50.41,98.090000,3,2,3,323,Established / Mid-value
4476,2025-06-02 00:34:02,151,1,100.00,22.18,100.000000,5,1,2,512,New / Promising
4477,2022-11-19 03:08:51,1077,1,303.81,102.38,303.810000,2,1,4,214,High-value at Risk
4478,2023-04-29 11:12:43,916,4,623.55,192.81,155.887500,2,4,5,245,High-value at Risk
4479,2022-03-06 13:00:36,1335,1,56.49,11.61,56.490000,2,1,1,211,Dormant
4480,2024-01-28 15:16:12,642,5,763.83,201.39,152.766000,3,5,5,355,Loyal
4481,2021-03-15 15:00:00,1691,1,193.85,68.73,193.850000,1,1,3,113,Dormant
4482,2025-05-09 17:07:42,175,3,384.44,127.95,128.146667,5,3,4,534,Established / Mid-value
4483,2023-01-16 12:42:28,1019,2,97.34,33.76,48.670000,2,2,2,222,Dormant
4485,2023-08-25 15:35:25,798,2,318.44,92.20,159.220000,3,2,4,324,Established / Mid-value
4486,2021-12-23 11:19:19,1408,1,84.25,22.41,84.250000,1,1,2,112,Dormant
4487,2024-11-17 09:24:43,348,2,72.30,23.48,36.150000,4,2,1,421,New / Promising
4488,2023-08-14 19:28:51,809,3,391.37,123.24,130.456667,3,3,4,334,Established / Mid-value
4490,2021-04-08 16:01:19,1667,2,90.07,24.47,45.035000,1,2,2,122,Dormant
4491,2025-10-25 08:14:43,6,5,605.07,219.33,121.014000,5,5,5,555,Champions
4492,2024-06-18 11:37:28,500,2,407.61,159.61,203.805000,3,2,4,324,Established / Mid-value
4493,2024-08-07 07:20:32,450,6,817.54,265.22,136.256667,4,5,5,455,Champions
4494,2024-11-29 11:03:10,336,4,410.94,161.36,102.735000,4,4,4,444,Champions
4495,2025-03-22 15:08:30,223,2,53.16,14.03,26.580000,4,2,1,421,New / Promising
4496,2022-06-05 02:45:27,1244,1,31.32,2.60,31.320000,2,1,1,211,Dormant
4497,2025-09-30 21:16:37,31,5,407.55,134.32,81.510000,5,5,4,554,Champions
4498,2023-06-20 09:25:50,864,1,79.30,22.69,79.300000,2,1,2,212,Dormant
4501,2025-09-14 01:31:48,47,2,301.40,109.56,150.700000,5,2,4,524,New / Promising
4502,2023-10-02 09:04:25,760,1,102.76,44.73,102.760000,3,1,2,312,Established / Mid-value
4504,2020-10-20 11:49:07,1837,1,91.63,35.92,91.630000,1,1,2,112,Dormant
4505,2022-06-25 23:46:23,1224,1,126.33,38.88,126.330000,2,1,2,212,Dormant
4506,2024-06-17 09:42:12,501,2,123.53,17.48,61.765000,3,2,2,322,Established / Mid-value
4507,2022-09-04 21:35:57,1153,2,51.80,17.93,25.900000,2,2,1,221,Dormant
4508,2024-05-04 21:12:32,545,5,762.00,297.78,152.400000,3,5,5,355,Loyal
4509,2023-01-28 16:33:28,1007,1,5.53,2.13,5.530000,2,1,1,211,Dormant
4510,2025-09-01 05:00:27,60,3,130.68,54.52,43.560000,5,3,2,532,Established / Mid-value
4511,2025-09-14 17:10:50,47,3,108.05,16.93,36.016667,5,3,2,532,Established / Mid-value
4512,2023-06-16 18:35:24,868,2,653.28,287.61,326.640000,2,2,5,225,High-value at Risk
4513,2024-06-01 07:45:28,517,2,136.63,31.88,68.315000,3,2,2,322,Established / Mid-value
4515,2024-12-21 14:11:54,314,3,924.69,280.29,308.230000,4,3,5,435,Established / Mid-value
4518,2024-06-10 06:50:02,508,1,90.53,37.46,90.530000,3,1,2,312,Established / Mid-value
4520,2024-12-14 17:11:32,321,2,146.79,54.91,73.395000,4,2,2,422,New / Promising
4521,2025-09-16 21:23:15,45,1,42.06,8.98,42.060000,5,1,1,511,New / Promising
4522,2023-09-10 05:14:27,782,2,120.95,22.18,60.475000,3,2,2,322,Established / Mid-value
4523,2020-11-18 08:24:47,1808,1,39.06,18.48,39.060000,1,1,1,111,Dormant
4524,2025-05-15 23:12:47,169,3,622.33,232.90,207.443333,5,3,5,535,Established / Mid-value
4525,2023-10-28 11:34:48,734,2,665.05,192.28,332.525000,3,2,5,325,Established / Mid-value
4526,2023-11-16 09:05:25,715,2,239.37,92.27,119.685000,3,2,3,323,Established / Mid-value
4528,2022-05-13 13:00:00,1267,1,81.26,29.46,81.260000,2,1,2,212,Dormant
4531,2023-12-20 20:35:53,681,3,446.42,167.93,148.806667,3,3,5,335,Established / Mid-value
4532,2025-08-01 21:32:45,91,2,126.34,33.49,63.170000,5,2,2,522,New / Promising
4533,2025-05-08 17:31:42,176,3,400.55,134.77,133.516667,5,3,4,534,Established / Mid-value
4534,2025-08-30 11:23:25,62,3,1159.32,384.74,386.440000,5,3,5,535,Established / Mid-value
4535,2023-10-04 03:11:36,758,4,349.09,121.34,87.272500,3,4,4,344,Loyal
4536,2025-10-04 11:33:11,27,3,431.19,128.91,143.730000,5,3,5,535,Established / Mid-value
4538,2024-10-28 12:20:32,368,1,138.63,28.78,138.630000,4,1,2,412,New / Promising
4539,2024-09-08 11:03:41,418,1,40.78,17.75,40.780000,4,1,1,411,New / Promising
4540,2024-04-14 16:27:52,565,2,109.01,13.03,54.505000,3,2,2,322,Established / Mid-value
4541,2024-08-05 10:27:39,452,5,514.07,132.39,102.814000,4,5,5,455,Champions
4543,2024-08-17 03:00:45,440,3,187.06,77.17,62.353333,4,3,3,433,Established / Mid-value
4544,2023-05-09 03:16:23,906,2,44.92,13.37,22.460000,2,2,1,221,Dormant
4545,2020-03-17 03:15:19,2054,1,70.70,16.01,70.700000,1,1,1,111,Dormant
4546,2025-04-11 00:15:18,203,2,504.30,180.06,252.150000,5,2,5,525,New / Promising
4547,2025-10-26 04:15:55,5,2,496.95,142.33,248.475000,5,2,5,525,New / Promising
4548,2022-10-14 19:46:34,1113,3,247.74,71.03,82.580000,2,3,3,233,Established / Mid-value
4549,2024-09-15 13:22:10,411,6,926.72,308.71,154.453333,4,5,5,455,Champions
4550,2025-05-17 09:35:01,167,2,140.18,37.40,70.090000,5,2,2,522,New / Promising
4551,2024-12-13 10:55:27,322,1,85.51,16.10,85.510000,4,1,2,412,New / Promising
4552,2025-05-15 13:58:02,169,3,570.27,173.65,190.090000,5,3,5,535,Established / Mid-value
4553,2021-07-11 22:22:56,1573,2,359.55,157.27,179.775000,1,2,4,124,High-value at Risk
4554,2024-07-25 14:31:51,463,3,413.44,122.10,137.813333,4,3,4,434,Established / Mid-value
4555,2024-07-20 22:11:01,468,1,26.50,5.89,26.500000,4,1,1,411,New / Promising
4556,2025-09-16 00:29:18,45,2,91.56,17.48,45.780000,5,2,2,522,New / Promising
4557,2025-02-12 13:37:31,261,3,182.03,41.96,60.676667,4,3,3,433,Established / Mid-value
4558,2023-06-19 16:45:35,865,2,272.78,99.34,136.390000,2,2,4,224,High-value at Risk
4559,2025-03-13 08:56:33,232,1,25.79,10.81,25.790000,4,1,1,411,New / Promising
4560,2020-07-08 00:16:01,1941,1,294.48,104.15,294.480000,1,1,4,114,High-value at Risk
4562,2022-12-19 13:30:53,1047,3,247.63,38.27,82.543333,2,3,3,233,Established / Mid-value
4563,2025-06-08 20:29:19,145,4,785.26,281.62,196.315000,5,4,5,545,Champions
4565,2024-11-18 03:44:48,347,3,173.31,58.80,57.770000,4,3,3,433,Established / Mid-value
4567,2021-11-29 08:32:32,1432,1,211.45,74.12,211.450000,1,1,3,113,Dormant
4568,2022-12-23 07:31:29,1043,2,363.19,145.41,181.595000,2,2,4,224,High-value at Risk
4569,2023-11-11 04:53:38,720,1,118.70,37.99,118.700000,3,1,2,312,Established / Mid-value
4570,2022-09-26 18:10:58,1131,2,189.63,56.72,94.815000,2,2,3,223,Dormant
4571,2021-08-20 03:04:58,1533,2,460.32,19.54,230.160000,1,2,5,125,High-value at Risk
4572,2024-06-01 10:03:50,517,2,363.76,142.65,181.880000,3,2,4,324,Established / Mid-value
4573,2025-07-23 14:57:29,100,3,380.54,110.20,126.846667,5,3,4,534,Established / Mid-value
4574,2023-12-28 09:34:40,673,4,495.14,150.07,123.785000,3,4,5,345,Loyal
4577,2023-06-11 01:36:41,873,1,38.16,12.32,38.160000,2,1,1,211,Dormant
4578,2024-10-16 01:30:49,380,1,144.39,56.56,144.390000,4,1,2,412,New / Promising
4579,2023-03-02 10:04:51,974,1,83.31,24.22,83.310000,2,1,2,212,Dormant
4581,2023-12-17 01:34:27,684,2,353.44,105.82,176.720000,3,2,4,324,Established / Mid-value
4582,2022-06-26 15:26:21,1223,2,191.51,48.07,95.755000,2,2,3,223,Dormant
4583,2023-11-11 17:33:28,720,2,56.81,16.84,28.405000,3,2,1,321,Established / Mid-value
4584,2024-12-24 18:50:09,311,2,1691.16,500.32,845.580000,4,2,5,425,New / Promising
4585,2023-10-25 05:26:19,737,1,17.42,4.32,17.420000,3,1,1,311,Established / Mid-value
4587,2024-03-15 17:06:44,595,1,95.49,23.14,95.490000,3,1,2,312,Established / Mid-value
4589,2021-12-16 15:52:17,1415,1,232.86,93.18,232.860000,1,1,3,113,Dormant
4590,2025-08-23 11:27:16,69,2,333.09,99.32,166.545000,5,2,4,524,New / Promising
4591,2021-04-13 23:36:25,1662,1,45.78,11.29,45.780000,1,1,1,111,Dormant
4592,2022-06-06 12:54:28,1243,2,24.01,7.19,12.005000,2,2,1,221,Dormant
4593,2024-05-03 02:23:54,546,1,61.51,21.56,61.510000,3,1,1,311,Established / Mid-value
4594,2023-12-25 08:57:38,676,1,12.73,5.12,12.730000,3,1,1,311,Established / Mid-value
4595,2024-06-08 01:53:32,510,1,7.39,3.35,7.390000,3,1,1,311,Established / Mid-value
4597,2020-06-16 17:15:10,1963,1,76.01,32.23,76.010000,1,1,2,112,Dormant
4598,2025-10-24 08:39:00,7,2,182.00,38.87,91.000000,5,2,3,523,New / Promising
4599,2024-10-24 16:51:43,372,1,168.27,51.25,168.270000,4,1,3,413,New / Promising
4600,2025-09-04 17:22:49,57,3,229.42,60.12,76.473333,5,3,3,533,Established / Mid-value
4601,2024-02-01 00:16:46,638,3,469.72,166.30,156.573333,3,3,5,335,Established / Mid-value
4602,2023-04-26 06:09:59,919,2,62.42,15.00,31.210000,2,2,1,221,Dormant
4604,2022-04-06 16:58:34,1304,1,33.58,11.55,33.580000,2,1,1,211,Dormant
4605,2024-04-20 00:09:42,559,2,112.53,34.55,56.265000,3,2,2,322,Established / Mid-value
4606,2023-11-02 06:49:43,729,1,19.35,6.25,19.350000,3,1,1,311,Established / Mid-value
4607,2023-01-31 23:35:01,1004,2,107.09,22.36,53.545000,2,2,2,222,Dormant
4608,2023-01-16 05:16:29,1019,2,273.50,80.00,136.750000,2,2,4,224,High-value at Risk
4609,2024-10-11 13:21:20,385,2,97.30,17.02,48.650000,4,2,2,422,New / Promising
4610,2022-01-31 09:13:51,1369,1,19.58,8.14,19.580000,1,1,1,111,Dormant
4611,2021-01-20 20:20:25,1745,2,289.94,83.74,144.970000,1,2,4,124,High-value at Risk
4612,2025-09-24 13:36:08,37,3,593.90,146.30,197.966667,5,3,5,535,Established / Mid-value
4613,2025-03-27 10:13:44,218,2,217.43,71.83,108.715000,5,2,3,523,New / Promising
4614,2020-06-26 23:00:56,1953,2,291.40,57.25,145.700000,1,2,4,124,High-value at Risk
4616,2025-05-18 23:39:43,166,1,27.45,8.77,27.450000,5,1,1,511,New / Promising
4618,2021-11-07 21:05:08,1454,1,7.27,2.43,7.270000,1,1,1,111,Dormant
4619,2024-08-28 02:37:49,429,2,481.16,120.64,240.580000,4,2,5,425,New / Promising
4621,2025-03-13 11:09:28,232,2,315.28,84.85,157.640000,4,2,4,424,New / Promising
4622,2024-09-17 17:10:03,409,2,271.16,89.14,135.580000,4,2,4,424,New / Promising
4623,2022-06-04 11:12:21,1245,3,415.95,86.85,138.650000,2,3,4,234,High-value at Risk
4625,2024-07-14 05:09:49,474,2,302.06,80.94,151.030000,4,2,4,424,New / Promising
4626,2022-01-06 03:03:13,1394,1,179.51,64.79,179.510000,1,1,3,113,Dormant
4627,2022-10-30 04:56:33,1097,1,372.14,143.24,372.140000,2,1,4,214,High-value at Risk
4629,2025-07-22 00:30:02,101,5,561.21,180.20,112.242000,5,5,5,555,Champions
4630,2023-11-18 07:02:34,713,1,612.54,115.68,612.540000,3,1,5,315,Established / Mid-value
4631,2021-11-19 22:02:42,1442,2,791.63,357.56,395.815000,1,2,5,125,High-value at Risk
4632,2025-01-29 01:21:23,275,3,483.62,140.69,161.206667,4,3,5,435,Established / Mid-value
4633,2025-08-14 18:48:27,78,2,272.43,101.76,136.215000,5,2,4,524,New / Promising
4634,2023-01-22 09:39:12,1013,1,61.54,17.49,61.540000,2,1,1,211,Dormant
4635,2024-09-16 06:02:47,410,4,368.99,72.66,92.247500,4,4,4,444,Champions
4636,2025-01-25 21:07:48,279,4,635.72,183.34,158.930000,4,4,5,445,Champions
4637,2025-03-10 07:52:36,235,3,353.69,81.30,117.896667,4,3,4,434,Established / Mid-value
4638,2024-04-13 02:10:42,566,2,604.48,189.24,302.240000,3,2,5,325,Established / Mid-value
4640,2025-03-16 16:36:07,229,4,627.30,255.25,156.825000,4,4,5,445,Champions
4641,2024-09-29 07:23:59,397,5,632.16,216.04,126.432000,4,5,5,455,Champions
4643,2025-05-27 19:07:54,157,1,192.98,58.27,192.980000,5,1,3,513,New / Promising
4644,2021-02-21 22:47:55,1713,2,244.45,83.59,122.225000,1,2,3,123,Dormant
4645,2022-03-22 11:21:47,1319,1,29.29,8.69,29.290000,2,1,1,211,Dormant
4646,2023-06-15 03:40:13,869,1,97.28,22.76,97.280000,2,1,2,212,Dormant
4647,2023-07-28 03:05:22,826,2,1755.86,417.68,877.930000,3,2,5,325,Established / Mid-value
4648,2024-12-30 11:59:53,305,3,364.85,101.15,121.616667,4,3,4,434,Established / Mid-value
4649,2024-12-26 09:40:41,309,1,7.04,1.39,7.040000,4,1,1,411,New / Promising
4650,2025-04-17 17:40:30,197,3,597.24,143.66,199.080000,5,3,5,535,Established / Mid-value
4651,2021-06-08 19:07:23,1606,2,120.08,44.30,60.040000,1,2,2,122,Dormant
4652,2023-07-07 18:09:15,847,1,55.94,26.97,55.940000,3,1,1,311,Established / Mid-value
4653,2025-01-03 23:56:47,301,2,308.77,87.58,154.385000,4,2,4,424,New / Promising
4654,2020-12-09 07:03:53,1787,1,361.44,165.35,361.440000,1,1,4,114,High-value at Risk
4656,2024-06-18 22:38:36,500,5,1268.41,278.51,253.682000,3,5,5,355,Loyal
4659,2025-05-24 20:59:52,160,5,306.13,80.50,61.226000,5,5,4,554,Champions
4660,2021-05-20 04:08:58,1625,3,86.21,16.63,28.736667,1,3,2,132,Established / Mid-value
4661,2025-06-22 03:53:03,131,1,74.14,28.63,74.140000,5,1,2,512,New / Promising
4663,2024-12-27 23:59:57,308,2,295.65,63.83,147.825000,4,2,4,424,New / Promising
4664,2021-07-17 16:28:21,1567,1,35.49,16.98,35.490000,1,1,1,111,Dormant
4665,2023-06-15 08:23:10,869,3,291.81,91.12,97.270000,2,3,4,234,High-value at Risk
4666,2021-08-28 07:50:03,1525,2,268.66,62.64,134.330000,1,2,4,124,High-value at Risk
4667,2023-04-16 02:39:43,929,1,29.53,9.41,29.530000,2,1,1,211,Dormant
4668,2024-08-06 03:15:06,451,3,198.38,57.05,66.126667,4,3,3,433,Established / Mid-value
4669,2024-09-29 21:34:32,397,1,287.39,67.79,287.390000,4,1,4,414,New / Promising
4670,2024-02-12 01:01:18,627,1,43.66,13.47,43.660000,3,1,1,311,Established / Mid-value
4672,2023-06-19 13:28:14,865,1,464.48,171.27,464.480000,2,1,5,215,High-value at Risk
4673,2020-02-28 20:33:21,2072,1,220.78,58.68,220.780000,1,1,3,113,Dormant
4674,2021-12-12 06:13:36,1419,2,452.55,151.14,226.275000,1,2,5,125,High-value at Risk
4675,2023-03-21 23:33:15,955,3,551.52,186.03,183.840000,2,3,5,235,High-value at Risk
4676,2025-06-20 19:02:14,133,3,412.45,94.49,137.483333,5,3,4,534,Established / Mid-value
4677,2023-01-15 01:54:31,1020,2,279.25,111.37,139.625000,2,2,4,224,High-value at Risk
4678,2025-01-19 03:00:06,285,2,42.38,13.31,21.190000,4,2,1,421,New / Promising
4679,2022-12-17 11:28:51,1049,2,311.68,122.43,155.840000,2,2,4,224,High-value at Risk
4680,2023-06-28 08:35:09,856,2,222.01,51.43,111.005000,2,2,3,223,Dormant
4681,2024-09-27 22:26:05,399,3,237.30,79.85,79.100000,4,3,3,433,Established / Mid-value
4682,2025-02-20 12:02:31,253,2,637.36,225.45,318.680000,4,2,5,425,New / Promising
4683,2024-11-12 13:41:16,353,2,85.14,29.95,42.570000,4,2,2,422,New / Promising
4684,2025-05-30 14:41:10,154,3,373.52,119.28,124.506667,5,3,4,534,Established / Mid-value
4686,2021-06-15 13:46:18,1599,1,146.84,34.11,146.840000,1,1,2,112,Dormant
4687,2023-11-29 18:33:12,702,2,282.34,71.44,141.170000,3,2,4,324,Established / Mid-value
4688,2025-01-02 20:42:59,302,1,108.85,22.75,108.850000,4,1,2,412,New / Promising
4689,2020-08-05 22:36:58,1913,1,89.20,32.48,89.200000,1,1,2,112,Dormant
4690,2024-11-06 04:42:58,359,1,48.54,20.16,48.540000,4,1,1,411,New / Promising
4691,2020-05-10 12:30:42,2000,1,24.33,8.99,24.330000,1,1,1,111,Dormant
4692,2023-06-06 00:02:24,878,2,158.16,54.59,79.080000,2,2,3,223,Dormant
4693,2021-07-22 01:58:56,1562,1,223.62,75.12,223.620000,1,1,3,113,Dormant
4694,2025-05-01 17:19:27,183,2,122.23,41.08,61.115000,5,2,2,522,New / Promising
4696,2024-03-30 06:36:59,580,1,66.53,18.29,66.530000,3,1,1,311,Established / Mid-value
4697,2020-05-21 22:18:45,1989,2,187.54,54.21,93.770000,1,2,3,123,Dormant
4698,2025-07-11 17:48:10,112,3,214.04,61.15,71.346667,5,3,3,533,Established / Mid-value
4699,2025-07-18 23:10:46,105,3,241.21,96.31,80.403333,5,3,3,533,Established / Mid-value
4700,2025-08-11 09:00:42,81,3,507.39,134.61,169.130000,5,3,5,535,Established / Mid-value
4702,2022-10-13 17:01:38,1114,1,88.96,25.12,88.960000,2,1,2,212,Dormant
4703,2025-09-08 02:50:48,53,1,25.31,3.14,25.310000,5,1,1,511,New / Promising
4704,2022-01-05 03:17:51,1395,2,289.33,85.50,144.665000,1,2,4,124,High-value at Risk
4705,2025-08-12 00:40:53,80,3,453.66,164.34,151.220000,5,3,5,535,Established / Mid-value
4706,2022-03-25 12:06:13,1316,1,57.52,19.75,57.520000,2,1,1,211,Dormant
4707,2020-09-19 18:19:33,1868,1,61.50,17.24,61.500000,1,1,1,111,Dormant
4708,2022-12-19 00:40:51,1047,1,421.64,175.51,421.640000,2,1,4,214,High-value at Risk
4709,2020-11-21 03:13:48,1805,2,214.62,52.67,107.310000,1,2,3,123,Dormant
